misparmb,nefashot,c3 - סך כל ההוצאות,food_act (c30+c31) - סך הוצאות מזון,c32-39 - סך הוצאות לא מזון,F_norm Sedentary cheapest- סך הוצאה נמוכה למספר הסלים,c3~ F_norm sedentary cheapest,,,misparmb,c3 - סך כל ההוצאות,food_act (c30+c31) - סך הוצאות מזון,0 -4 min1,0 -4 min2,5 - 9 min1,5 - 9 min2,10-14 min1,10-14 min2,15 - 17 min1,15 - 17 min2,18 -29 min1,18 -29 min2,30 - 49 min1,30 - 49 min2,50+ min1,50+ min2,c3^,zu
54171,4,9211,3155,6057,"3,092.05",TRUE,,,54171,9211,3155,0,0,0,1,0,0,0,0,1,0,1,1,0,0,"18,476.89","18,476.89"
50856,5,20796,3172,17624,"3,329.89",TRUE,,,50856,20796,3172,1,0,1,0,1,0,0,0,0,0,1,1,0,0,"19,597.05","19,597.05"
67835,4,16606,3182,13424,"3,092.05",TRUE,,,67835,16606,3182,0,0,0,0,0,0,0,0,0,2,0,0,1,1,"16,724.04","16,724.04"
35741,4,27565,3184,24380,"3,092.05",TRUE,,,35741,27565,3184,0,0,0,0,0,1,1,0,0,0,0,1,1,0,"24,120.67","24,120.67"
15164,4,19314,3187,16127,"3,329.89",TRUE,,,15164,19314,3187,0,0,0,0,1,0,0,0,1,0,1,1,0,0,"17,315.88","17,315.88"
48603,5,39380,3189,36192,"3,171.33",TRUE,,,48603,39380,3189,0,1,2,0,0,0,0,0,0,0,1,1,0,0,"23,093.79","23,093.79"
64089,5,17198,3204,13994,"3,171.33",TRUE,,,64089,17198,3204,0,1,2,0,0,0,0,0,0,0,1,1,0,0,"23,093.79","23,093.79"
38109,4,27053,3206,23848,"3,250.61",TRUE,,,38109,27053,3206,0,0,0,0,0,0,0,0,1,1,0,0,1,1,"17,727.73","17,727.73"
89722,4,26588,3221,23367,"3,092.05",TRUE,,,89722,26588,3221,0,0,0,0,2,0,0,0,0,0,1,1,0,0,"14,513.93","14,513.93"
81570,5,15013,3225,11789,"3,329.89",TRUE,,,81570,15013,3225,1,0,1,0,1,0,0,0,0,0,1,1,0,0,"19,597.05","19,597.05"
9803,5,15908,3225,12684,"3,250.61",TRUE,,,9803,15908,3225,1,0,1,0,0,1,0,0,0,0,1,1,0,0,"22,249.24","22,249.24"
60418,4,34224,3226,30998,"3,171.33",TRUE,,,60418,34224,3226,0,0,0,0,1,0,0,0,0,1,1,1,0,0,"16,312.19","16,312.19"
83717,4,16304,3233,13069,"3,092.05",TRUE,,,83717,16304,3233,0,0,0,0,0,0,0,0,0,2,0,0,1,1,"16,724.04","16,724.04"
13599,4,25723,3238,22484,"3,092.05",TRUE,,,13599,25723,3238,0,0,0,0,1,0,0,1,0,0,1,1,0,0,"16,181.98","16,181.98"
71241,5,16639,3239,13401,"3,329.89",TRUE,,,71241,16639,3239,0,1,1,0,1,0,0,0,0,0,1,1,0,0,"20,070.86","20,070.86"
21212,5,25093,3245,21847,"3,171.33",TRUE,,,21212,25093,3245,1,0,0,1,0,1,0,0,0,0,1,1,0,0,"20,387.32","20,387.32"
6031,4,21469,3252,18216,"3,409.18",TRUE,,,6031,21469,3252,0,0,0,0,0,0,0,0,2,0,0,0,1,1,"18,731.42","18,731.42"
32771,4,24856,3257,21598,"3,171.33",TRUE,,,32771,24856,3257,0,0,0,0,0,0,0,0,0,2,0,1,1,0,"19,268.83","19,268.83"
27086,4,13741,3262,10478,"3,329.89",TRUE,,,27086,13741,3262,0,0,0,0,0,0,0,0,1,3,0,0,0,0,"12,393.05","12,393.05"
16691,4,14464,3265,11199,"3,329.89",TRUE,,,16691,14464,3265,0,0,0,0,0,0,0,0,1,1,0,1,1,0,"20,272.52","20,272.52"
49056,5,32321,3288,29034,"3,329.89",TRUE,,,49056,32321,3288,0,0,0,2,1,0,0,0,0,0,1,1,0,0,"17,018.10","17,018.10"
35568,4,18426,3289,15137,"3,171.33",TRUE,,,35568,18426,3289,0,0,0,0,0,0,1,0,0,1,0,0,1,1,"20,721.95","20,721.95"
15198,5,15425,3297,12129,"3,171.33",TRUE,,,15198,15425,3297,0,1,0,1,0,1,0,0,0,0,1,1,0,0,"20,861.13","20,861.13"
11478,4,20181,3299,16883,"3,329.89",TRUE,,,11478,20181,3299,0,0,0,0,0,0,1,0,0,1,1,1,0,0,"22,108.36","22,108.36"
12716,5,15612,3315,12297,"3,329.89",TRUE,,,12716,15612,3315,0,0,0,2,1,0,0,0,0,0,1,1,0,0,"17,018.10","17,018.10"
10058,5,21612,3324,18287,"3,488.46",TRUE,,,10058,21612,3324,0,0,0,1,1,1,0,0,0,0,1,1,0,0,"18,509.29","18,509.29"
40683,5,24426,3332,21094,"3,488.46",TRUE,,,40683,24426,3332,0,0,2,0,1,0,0,0,0,0,1,1,0,0,"20,741.95","20,741.95"
11031,4,31324,3336,27987,"3,409.18",TRUE,,,11031,31324,3336,0,0,0,0,0,0,0,0,2,0,0,0,1,1,"18,731.42","18,731.42"
9910,4,21179,3362,17817,"3,250.61",TRUE,,,9910,21179,3362,0,0,0,0,0,0,0,0,1,1,0,0,1,1,"17,727.73","17,727.73"
21527,5,19913,3368,16544,"3,409.18",TRUE,,,21527,19913,3368,0,1,0,0,1,1,0,0,0,0,1,1,0,0,"19,700.12","19,700.12"
38489,5,16176,3370,12806,"3,329.89",TRUE,,,38489,16176,3370,0,0,0,2,1,0,0,0,0,0,1,1,0,0,"17,018.10","17,018.10"
15792,4,18279,3380,14899,"3,409.18",TRUE,,,15792,18279,3380,0,0,0,0,0,0,0,0,2,0,0,0,1,1,"18,731.42","18,731.42"
3277,5,17975,3390,14584,"3,488.46",TRUE,,,3277,17975,3390,0,0,1,0,0,0,1,1,0,0,0,1,0,1,"24,771.03","24,771.03"
41640,4,12728,3396,9331,"3,250.61",TRUE,,,41640,12728,3396,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"19,018.30","19,018.30"
74880,4,28665,3404,25261,"3,488.46",TRUE,,,74880,28665,3404,0,0,0,0,0,0,1,0,1,0,1,1,0,0,"23,112.05","23,112.05"
37523,4,9299,3413,5887,"3,250.61",TRUE,,,37523,9299,3413,0,0,0,0,0,0,0,0,0,1,1,0,1,1,"19,018.30","19,018.30"
21170,5,20691,3420,17270,"3,329.89",TRUE,,,21170,20691,3420,0,0,1,1,0,0,0,0,0,0,1,1,0,1,"22,560.33","22,560.33"
58719,5,20588,3431,17158,"3,488.46",TRUE,,,58719,20588,3431,0,0,0,1,2,0,0,0,0,0,0,1,1,0,"17,015.47","17,015.47"
32789,4,24125,3434,20692,"3,409.18",TRUE,,,32789,24125,3434,0,0,0,0,0,0,0,0,2,0,0,0,1,1,"18,731.42","18,731.42"
13334,5,53764,3447,50316,"3,329.89",TRUE,,,13334,53764,3447,0,0,2,0,0,1,0,0,0,0,0,1,1,0,"24,552.53","24,552.53"
12708,5,28452,3451,25001,"3,488.46",TRUE,,,12708,28452,3451,0,0,1,0,0,2,0,0,0,0,1,1,0,0,"23,023.41","23,023.41"
2352,5,24091,3454,20638,"3,409.18",TRUE,,,2352,24091,3454,0,0,0,1,0,2,0,0,0,0,1,1,0,0,"21,161.48","21,161.48"
8326,5,14637,3461,11176,"3,488.46",TRUE,,,8326,14637,3461,0,0,0,1,0,1,0,1,0,0,1,1,0,0,"20,177.34","20,177.34"
52431,5,15949,3470,12479,"3,647.03",TRUE,,,52431,15949,3470,0,0,0,0,1,2,0,0,0,0,1,1,0,0,"20,000.47","20,000.47"
80259,5,27787,3475,24311,"3,488.46",TRUE,,,80259,27787,3475,0,0,0,1,1,1,0,0,0,0,1,1,0,0,"18,509.29","18,509.29"
20693,5,19092,3477,15615,"3,488.46",TRUE,,,20693,19092,3477,0,0,0,1,1,1,0,0,0,0,1,1,0,0,"18,509.29","18,509.29"
26161,4,29493,3483,26009,"3,488.46",TRUE,,,26161,29493,3483,0,0,0,0,0,0,0,0,2,0,0,1,1,0,"21,276.21","21,276.21"
80499,4,48118,3523,44596,"3,409.18",TRUE,,,80499,48118,3523,0,0,0,0,0,0,1,0,1,0,0,1,1,0,"24,270.43","24,270.43"
65375,5,20433,3537,16896,"3,647.03",TRUE,,,65375,20433,3537,0,0,1,0,0,0,0,0,0,2,0,0,1,1,"19,929.13","19,929.13"
81562,5,11541,3545,7996,"3,488.46",TRUE,,,81562,11541,3545,1,0,0,0,1,0,0,1,0,0,1,1,0,0,"18,242.16","18,242.16"
14712,5,35700,3559,32140,"3,647.03",TRUE,,,14712,35700,3559,0,0,0,0,0,2,0,0,0,1,0,1,1,0,"22,957.11","22,957.11"
88914,5,20445,3574,16870,"3,409.18",TRUE,,,88914,20445,3574,2,0,0,0,0,0,0,0,1,0,1,1,0,0,"21,254.09","21,254.09"
19976,5,49917,3592,46325,"3,567.74",TRUE,,,19976,49917,3592,0,0,1,0,1,1,0,0,0,0,1,1,0,0,"20,371.21","20,371.21"
18895,6,14758,3598,11159,"3,647.03",TRUE,,,18895,14758,3598,0,1,1,2,0,0,0,0,0,1,1,0,0,0,"18,148.19","18,148.19"
66746,5,15574,3611,11963,"3,647.03",TRUE,,,66746,15574,3611,0,0,0,1,0,1,1,0,0,0,1,1,0,0,"24,305.46","24,305.46"
38919,5,16716,3622,13094,"3,488.46",TRUE,,,38919,16716,3622,0,0,2,0,1,0,0,0,0,0,1,1,0,0,"20,741.95","20,741.95"
29785,5,34021,3626,30394,"3,567.74",TRUE,,,29785,34021,3626,0,0,0,1,1,0,0,1,0,0,1,1,0,0,"17,525.14","17,525.14"
22004,6,13048,3629,9419,"3,567.74",TRUE,,,22004,13048,3629,2,0,2,0,0,0,0,0,0,0,1,1,0,0,"24,680.16","24,680.16"
55343,5,20872,3633,17239,"3,805.59",TRUE,,,55343,20872,3633,0,0,1,0,1,0,1,0,0,0,1,1,0,0,"23,515.18","23,515.18"
40386,6,31269,3635,27636,"3,567.74",TRUE,,,40386,31269,3635,0,2,2,0,0,0,0,0,0,0,1,1,0,0,"25,627.79","25,627.79"
38091,6,25634,3639,21997,"3,488.46",TRUE,,,38091,25634,3639,0,2,1,1,0,0,0,0,0,0,1,1,0,0,"23,765.86","23,765.86"
22178,6,11787,3652,8135,"3,488.46",TRUE,,,22178,11787,3652,0,1,0,3,0,0,0,0,0,0,1,1,0,0,"20,713.11","20,713.11"
48785,5,32641,3685,28957,"3,805.59",TRUE,,,48785,32641,3685,0,0,0,1,0,0,1,0,0,1,1,1,0,0,"23,451.52","23,451.52"
7641,6,21330,3704,17625,"3,567.74",TRUE,,,7641,21330,3704,1,1,2,0,0,0,0,0,0,0,1,1,0,0,"25,153.98","25,153.98"
17756,4,16299,3713,12585,"3,567.74",TRUE,,,17756,16299,3713,0,0,0,0,0,0,0,0,2,0,1,1,0,0,"20,117.83","20,117.83"
69641,5,40071,3718,36352,"3,805.59",TRUE,,,69641,40071,3718,0,0,0,0,0,0,0,1,0,2,0,0,1,1,"18,574.25","18,574.25"
38372,5,14573,3725,10847,"3,567.74",TRUE,,,38372,14573,3725,0,0,1,0,0,1,0,1,0,0,1,1,0,0,"22,039.26","22,039.26"
55137,5,19043,3737,15307,"3,884.88",TRUE,,,55137,19043,3737,0,0,1,0,1,0,0,0,1,0,1,1,0,0,"20,520.96","20,520.96"
52894,5,35219,3767,31452,"3,647.03",TRUE,,,52894,35219,3767,0,0,1,0,0,0,0,2,0,0,1,1,0,0,"21,055.12","21,055.12"
43836,5,17014,3771,13242,"3,647.03",TRUE,,,43836,17014,3771,0,0,0,1,0,1,1,0,0,0,1,1,0,0,"24,305.46","24,305.46"
90183,5,29799,3777,26022,"3,964.16",TRUE,,,90183,29799,3777,0,0,0,0,0,1,0,1,1,0,1,1,0,0,"21,818.28","21,818.28"
30452,5,14856,3784,11072,"3,884.88",TRUE,,,30452,14856,3784,0,0,0,0,1,0,0,1,0,1,1,1,0,0,"18,162.39","18,162.39"
65946,5,29754,3790,25963,"3,964.16",TRUE,,,65946,29754,3790,0,0,0,0,0,0,1,1,0,1,0,1,1,0,"25,116.95","25,116.95"
59,5,19979,3798,16180,"3,964.16",TRUE,,,59,19979,3798,0,0,0,0,0,0,0,0,1,0,0,0,2,2,"25,042.82","25,042.82"
21261,5,22243,3808,18434,"3,647.03",TRUE,,,21261,22243,3808,0,0,0,1,0,0,0,1,0,1,1,1,0,0,"19,323.41","19,323.41"
27516,5,21577,3821,17756,"3,726.31",TRUE,,,27516,21577,3821,0,0,0,1,1,0,1,0,0,0,1,1,0,0,"21,653.26","21,653.26"
87098,6,14244,3823,10421,"3,647.03",TRUE,,,87098,14244,3823,0,1,0,2,0,1,0,0,0,0,1,1,0,0,"22,204.29","22,204.29"
87569,6,27493,3828,23665,"3,964.16",TRUE,,,87569,27493,3828,1,0,0,1,0,1,0,0,0,1,1,1,0,0,"22,367.73","22,367.73"
39727,6,18575,3835,14741,"3,964.16",TRUE,,,39727,18575,3835,1,1,0,0,0,0,0,1,0,1,1,1,0,0,"22,574.42","22,574.42"
86728,6,16508,3862,12646,"3,964.16",TRUE,,,86728,16508,3862,0,0,1,1,0,2,0,0,0,0,1,1,0,0,"24,366.57","24,366.57"
1826,5,19593,3862,15731,"3,884.88",TRUE,,,1826,19593,3862,0,0,0,0,0,0,1,2,0,0,0,1,1,0,"24,986.74","24,986.74"
90035,6,16590,3902,12688,"4,043.44",TRUE,,,90035,16590,3902,1,0,1,0,2,0,0,0,0,0,1,1,0,0,"19,779.19","19,779.19"
51672,5,7471,3933,3538,"3,805.59",TRUE,,,51672,7471,3933,0,0,0,0,1,1,0,0,1,0,0,0,1,1,"18,763.81","18,763.81"
87270,6,15862,3940,11919,"3,805.59",TRUE,,,87270,15862,3940,1,0,1,1,1,0,0,0,0,0,1,1,0,0,"20,940.21","20,940.21"
45542,5,21014,3953,17061,"3,964.16",TRUE,,,45542,21014,3953,0,0,0,0,2,0,1,0,0,0,1,1,0,0,"20,492.25","20,492.25"
81034,6,23879,3968,19911,"3,884.88",TRUE,,,81034,23879,3968,2,0,0,0,0,0,0,1,1,1,0,0,0,1,"18,265.25","18,265.25"
47779,5,23407,3984,19423,"4,043.44",TRUE,,,47779,23407,3984,0,0,0,0,1,0,0,1,1,0,1,1,0,0,"19,166.08","19,166.08"
53645,5,19701,3989,15712,"4,043.44",TRUE,,,53645,19701,3989,0,0,0,0,0,1,1,0,1,0,0,1,1,0,"27,104.77","27,104.77"
19646,5,23420,4017,19402,"3,964.16",TRUE,,,19646,23420,4017,0,0,0,0,1,0,0,0,1,1,0,0,1,1,"17,909.88","17,909.88"
76653,5,23521,4017,19505,"3,884.88",TRUE,,,76653,23521,4017,0,0,1,0,0,0,0,1,1,0,1,1,0,0,"22,189.02","22,189.02"
27508,5,10066,4037,6029,"3,884.88",TRUE,,,27508,10066,4037,0,0,0,0,0,0,0,1,0,2,0,1,1,0,"21,119.04","21,119.04"
28670,6,20666,4048,16619,"4,122.73",TRUE,,,28670,20666,4048,0,0,0,1,2,1,0,0,0,0,0,1,1,0,"19,849.81","19,849.81"
86561,5,9510,4050,5461,"4,202.01",TRUE,,,86561,9510,4050,0,0,0,0,0,0,0,0,1,1,1,0,1,1,"22,002.40","22,002.40"
29116,5,22533,4057,18476,"4,043.44",TRUE,,,29116,22533,4057,0,0,0,0,0,0,0,0,1,2,0,0,1,1,"19,708.14","19,708.14"
66282,5,25927,4068,21861,"4,043.44",TRUE,,,66282,25927,4068,0,0,0,0,0,0,0,0,1,2,0,0,1,1,"19,708.14","19,708.14"
10264,5,24958,4075,20884,"4,043.44",TRUE,,,10264,24958,4075,0,0,1,0,0,0,1,0,1,0,1,1,0,0,"26,317.13","26,317.13"
58040,5,17180,4102,13078,"4,281.29",TRUE,,,58040,17180,4102,0,0,0,0,0,0,0,0,2,1,0,1,1,0,"23,256.62","23,256.62"
24067,5,20145,4106,16039,"4,043.44",TRUE,,,24067,20145,4106,0,0,0,0,1,0,1,0,1,0,0,0,1,1,"21,907.79","21,907.79"
84483,7,22740,4126,18614,"4,122.73",TRUE,,,84483,22740,4126,0,1,0,3,0,1,0,0,0,0,1,1,0,0,"23,547.45","23,547.45"
86132,5,25436,4130,21305,"4,202.01",TRUE,,,86132,25436,4130,0,0,0,0,0,0,0,0,2,1,0,0,1,1,"20,711.83","20,711.83"
20016,5,17232,4139,13093,"4,122.73",TRUE,,,20016,17232,4139,0,0,0,0,1,0,0,0,2,0,0,0,1,1,"18,913.57","18,913.57"
29140,6,15943,4142,11800,"4,043.44",TRUE,,,29140,15943,4142,1,0,0,0,1,2,0,0,0,0,1,1,0,0,"22,060.65","22,060.65"
24174,6,20105,4150,15956,"4,281.29",TRUE,,,24174,20105,4150,1,0,1,0,0,0,0,1,1,0,1,1,0,0,"24,249.20","24,249.20"
19323,5,19185,4184,14999,"4,043.44",TRUE,,,19323,19185,4184,0,0,1,0,0,0,1,0,1,0,1,1,0,0,"26,317.13","26,317.13"
17137,6,13521,4203,9318,"4,122.73",TRUE,,,17137,13521,4203,0,0,0,1,1,1,0,1,0,0,0,1,1,0,"21,517.87","21,517.87"
60905,5,20543,4234,16311,"4,202.01",TRUE,,,60905,20543,4234,0,0,0,0,1,0,1,0,1,0,1,1,0,0,"23,294.20","23,294.20"
23127,6,24993,4246,20747,"4,122.73",TRUE,,,23127,24993,4246,0,0,1,1,0,0,0,2,0,0,1,1,0,0,"22,398.28","22,398.28"
71191,6,34391,4250,30141,"4,202.01",TRUE,,,71191,34391,4250,0,1,1,0,1,0,1,0,0,0,1,1,0,0,"26,049.18","26,049.18"
23317,5,19996,4334,15661,"4,281.29",TRUE,,,23317,19996,4334,0,0,0,0,0,0,1,0,1,1,1,1,0,0,"25,092.46","25,092.46"
86736,6,19634,4339,15295,"4,360.58",TRUE,,,86736,19634,4339,0,0,1,0,0,2,1,0,0,0,1,1,0,0,"29,001.73","29,001.73"
30965,5,45052,4351,40702,"4,202.01",TRUE,,,30965,45052,4351,0,0,0,0,0,0,1,1,1,0,1,1,0,0,"24,962.25","24,962.25"
72652,6,39401,4402,34998,"4,519.14",TRUE,,,72652,39401,4402,0,0,0,0,1,1,0,1,0,1,1,1,0,0,"20,996.74","20,996.74"
36723,6,7297,4413,2884,"4,439.86",TRUE,,,36723,7297,4413,0,0,0,1,2,0,0,0,1,0,0,1,1,0,"19,999.57","19,999.57"
77750,6,8987,4453,4533,"4,598.43",TRUE,,,77750,8987,4453,0,0,0,0,0,1,1,0,0,2,0,0,1,1,"25,536.71","25,536.71"
50898,6,17247,4476,12774,"4,519.14",TRUE,,,50898,17247,4476,0,0,0,0,1,1,0,1,0,0,0,1,2,0,"25,607.76","25,607.76"
14852,6,12504,4571,7934,"4,756.99",TRUE,,,14852,12504,4571,0,0,0,0,0,0,0,1,1,2,0,0,1,1,"21,558.35","21,558.35"
77537,6,20046,4593,15454,"4,598.43",TRUE,,,77537,20046,4593,0,0,0,0,1,0,0,1,0,2,0,1,1,0,"21,301.19","21,301.19"
63917,7,19693,4601,15091,"4,836.28",TRUE,,,63917,19693,4601,0,0,1,1,0,1,0,1,0,1,1,1,0,0,"25,362.84","25,362.84"
40972,6,48771,4607,44164,"4,598.43",TRUE,,,40972,48771,4607,0,0,0,0,0,1,0,1,1,1,0,0,1,1,"22,412.28","22,412.28"
78287,7,23344,4629,18715,"4,439.86",TRUE,,,78287,23344,4629,0,0,2,2,1,0,0,0,0,0,1,1,0,0,"23,428.27","23,428.27"
69740,6,23272,4662,18610,"4,756.99",TRUE,,,69740,23272,4662,0,0,0,1,0,0,0,0,1,1,1,1,1,0,"25,890.35","25,890.35"
82248,6,21132,4673,16459,"4,519.14",TRUE,,,82248,21132,4673,0,0,2,0,0,0,0,0,1,1,1,1,0,0,"25,524.31","25,524.31"
53835,6,47772,4675,43096,"4,598.43",TRUE,,,53835,47772,4675,0,0,0,0,0,0,0,1,0,1,0,1,2,1,"28,434.13","28,434.13"
68619,7,57797,4705,53090,"4,677.71",TRUE,,,68619,57797,4705,1,0,0,1,0,1,1,0,0,0,1,1,0,1,"30,228.09","30,228.09"
9944,7,58358,4711,53646,"4,598.43",TRUE,,,9944,58358,4711,1,1,1,0,0,0,0,0,1,1,0,0,1,1,"25,526.99","25,526.99"
36251,7,15070,4748,10321,"4,598.43",TRUE,,,36251,15070,4748,1,0,1,0,0,2,0,1,0,0,1,1,0,0,"26,933.79","26,933.79"
17491,6,36652,4804,31849,"4,598.43",TRUE,,,17491,36652,4804,0,0,0,1,0,1,1,0,1,0,1,1,0,0,"27,289.56","27,289.56"
46011,6,21729,4838,16890,"4,915.56",TRUE,,,46011,21729,4838,0,0,0,0,0,0,0,0,1,1,1,1,1,1,"28,409.65","28,409.65"
52647,7,58843,4856,53988,"5,074.13",TRUE,,,52647,58843,4856,0,1,1,0,0,0,0,0,1,0,1,1,1,1,"32,168.31","32,168.31"
62711,7,35426,4938,30488,"4,915.56",TRUE,,,62711,35426,4938,1,0,2,0,0,0,2,0,0,0,1,1,0,0,"34,576.62","34,576.62"
90274,6,12185,5150,7036,"4,994.84",TRUE,,,90274,12185,5150,0,0,0,0,0,1,1,0,3,0,0,0,0,1,"25,095.13","25,095.13"
84566,7,14813,5213,9600,"5,470.54",TRUE,,,84566,14813,5213,0,1,0,0,0,1,1,0,2,0,1,1,0,0,"31,464.49","31,464.49"
22228,7,16885,5232,11652,"5,311.98",TRUE,,,22228,16885,5232,0,0,0,0,1,1,0,1,0,2,1,1,0,0,"22,977.15","22,977.15"
84343,6,11008,5243,5765,"5,074.13",TRUE,,,84343,11008,5243,0,0,0,0,0,0,1,0,1,2,1,1,0,0,"27,072.87","27,072.87"
84608,8,11691,5275,6414,"5,549.82",TRUE,,,84608,11691,5275,0,0,1,1,2,0,0,2,0,0,1,1,0,0,"22,762.58","22,762.58"
28035,7,28187,5355,22832,"5,470.54",TRUE,,,28035,28187,5355,0,0,1,0,1,0,1,1,1,0,1,1,0,0,"28,349.49","28,349.49"
45203,8,18002,5504,12497,"5,708.39",TRUE,,,45203,18002,5504,1,0,0,0,1,1,0,1,0,2,1,1,0,0,"25,037.33","25,037.33"
51516,8,32199,5576,26623,"5,311.98",TRUE,,,51516,32199,5576,0,1,0,1,1,1,0,2,0,0,1,1,0,0,"24,743.69","24,743.69"
57224,9,13897,6175,7722,"6,342.66",TRUE,,,57224,13897,6175,0,0,1,1,2,0,0,1,0,0,1,1,1,1,"30,207.88","30,207.88"
83816,13,23586,9221,14366,"9,513.99",TRUE,,,83816,23586,9221,2,1,0,1,0,0,0,0,4,3,1,1,0,0,"40,024.78","40,024.78"
