misparmb,persons_count,c3_actual,c30_actual,c31_actual,c32_actual,c33_actual,c34_actual,c35_actual,c36_actual,c37_actual,c38_actual,c39_actual,food_actual,nonfood_actual,FoodNorm-active
3061,6,13839,4056,788,3814,2039,876,0,235,906,423,702,4844,8995,5232.6920552495
3079,2,15959,3986,1493,3894,2857,758,477,640,1084,616,152,5479,10478,1982.0803239582
3087,2,11367,1074,313,3691,539,862,823,983,1035,1134,913,1387,9980,1982.0803239582
3095,2,32652,3841,513,5630,1367,974,567,554,3536,14496,1174,4354,28298,1982.0803239582
3103,3,15602,1240,538,5630,1104,1777,271,718,1472,2508,344,1778,13824,3171.3285183330
3111,2,22188,2693,1287,4540,793,325,291,1099,608,10552,0,3980,18208,1982.0803239582
3129,6,54666,5881,0,5906,4189,1556,16215,2445,8259,9696,519,5881,48785,6263.3738237078
3137,1,5734,0,0,3691,706,0,0,100,281,956,0,0,5734,872.1153425416
3145,4,20058,2870,404,4332,1488,242,69,169,4461,5857,167,3274,16785,3329.8949442497
3152,2,16286,2816,2036,4649,983,99,1406,1376,374,668,1878,4852,11433,1982.0803239582
3160,4,10108,1382,65,4332,1233,127,478,776,320,991,404,1447,8661,4122.7270738330
3178,3,11967,1584,481,4672,1056,246,537,356,1648,1388,0,2065,9903,2457.7796017081
3186,3,14836,1857,499,4038,1233,316,502,1099,1438,3339,514,2356,12479,2616.3460276248
3194,2,11968,786,135,4438,611,35,841,2379,100,2109,533,921,11046,2378.4963887498
3202,2,16218,2236,1040,4913,1220,592,201,125,579,5312,0,3276,12942,1982.0803239582
3210,3,16130,1546,109,4163,1359,341,0,399,4218,813,3181,1655,14474,2695.6292405831
3228,7,12881,3095,703,3184,1353,598,450,485,1196,547,1271,3798,9084,5470.5416941245
3236,5,10340,663,182,3190,1465,0,0,802,1413,1707,918,845,9495,3805.5942219997
3244,7,34751,876,48,4493,891,85,0,2725,12421,6747,6466,924,33828,6421.9402496244
3269,2,20189,10253,803,3297,1962,267,1501,739,84,510,773,11056,9133,2299.2131757915
3277,5,17975,2532,858,4136,1363,622,200,1261,3312,3464,226,3390,14584,4756.9927774996
3285,2,6917,869,217,3097,965,120,250,235,863,141,159,1086,5830,1744.2306850832
3293,5,12109,913,212,3459,1067,579,171,1510,1460,1553,1185,1125,10984,4043.4438608746
3301,4,16432,2030,222,6500,1129,977,901,255,808,2712,898,2252,14180,3726.3110090413
3319,2,18257,7259,398,3996,1041,538,1312,1543,1273,672,226,7657,10601,2061.3635369165
3327,2,14574,1697,9,1748,543,0,1101,325,1247,7677,226,1706,12867,2140.6467498748
3335,4,23774,3502,1020,5199,2055,189,150,899,2950,7667,143,4522,19252,3726.3110090413
3343,3,7489,1451,385,3018,453,0,20,0,786,1101,275,1836,5653,2695.6292405831
3350,1,8215,935,348,2678,2069,251,0,95,298,70,1470,1283,6931,1109.9649814166
3368,1,8480,1818,159,3119,341,0,370,1054,629,989,0,1977,6502,872.1153425416
3376,3,22356,1979,1053,6909,2469,426,552,825,1951,5516,677,3032,19325,3012.7620924164
3384,3,22529,1942,820,7166,2076,382,0,2036,4843,3040,226,2762,19769,2616.3460276248
3392,1,12324,391,795,0,2393,4715,848,990,493,1597,101,1186,11137,872.1153425416
3400,2,19156,3811,1063,6925,2546,84,502,1263,1761,1102,100,4874,14283,1823.5138980415
3418,2,7842,3253,691,2896,394,156,0,201,70,180,0,3944,3897,1982.0803239582
3426,2,4038,505,231,2896,355,0,0,0,0,50,0,736,3301,1982.0803239582
3434,2,6659,862,324,2980,587,0,0,201,902,313,491,1186,5474,1982.0803239582
3442,2,11619,2028,570,4379,1210,1006,661,1238,291,170,65,2598,9020,1982.0803239582
3459,5,14082,4540,104,4570,3138,60,0,699,413,557,0,4644,9437,4519.1431386246
3467,1,12798,0,52,2251,953,4468,0,201,211,4487,175,52,12746,872.1153425416
3475,1,4909,1030,667,931,117,883,502,315,246,179,39,1697,3212,872.1153425416
3483,1,3042,441,261,1702,153,46,50,133,100,80,77,702,2341,872.1153425416
3491,2,8705,1741,484,2925,1195,0,0,201,1290,782,87,2225,6480,1982.0803239582
3509,1,3269,273,89,2108,590,0,0,0,0,69,139,362,2906,1109.9649814166
3517,2,8656,1402,1778,2251,433,104,652,182,871,348,635,3180,5476,1982.0803239582
3525,4,19971,1888,683,2925,935,360,0,271,294,12389,227,2571,17401,4043.4438608746
3533,2,5349,612,273,2925,585,261,0,360,199,133,0,885,4463,1982.0803239582
3541,3,8572,2026,457,1744,501,0,0,2471,606,767,0,2483,6089,3012.7620924164
3558,5,23658,3332,821,5713,1804,161,0,610,3025,8055,138,4153,19506,4756.9927774996
3566,3,19405,4788,462,5828,1027,48,0,2561,357,4116,217,5250,14154,3250.6117312914
3574,2,11849,1036,467,5668,1217,1238,0,293,244,1547,139,1503,10346,1982.0803239582
3582,5,15110,1774,1094,4283,1585,1150,803,858,144,2814,604,2868,12241,5629.1081200412
3590,1,5636,934,104,3556,260,0,0,353,263,165,0,1038,4597,1109.9649814166
3608,3,13503,1232,331,3472,892,851,483,453,2729,1500,1559,1563,11939,2616.3460276248
3616,2,9088,2293,986,3456,980,669,0,269,0,202,233,3279,5809,1982.0803239582
3624,2,8172,506,750,3529,747,304,0,525,244,1423,145,1256,6917,1982.0803239582
3632,2,13120,748,272,3904,984,846,1012,0,2034,2412,908,1020,12100,2061.3635369165
3640,2,13749,889,356,3297,456,123,311,235,825,5520,1736,1245,12503,2061.3635369165
3657,2,9155,518,670,4388,759,0,0,912,721,921,266,1188,7967,1982.0803239582
3665,4,15294,3060,12,3575,1192,65,0,618,2908,2028,1837,3072,12223,3409.1781572080
3673,2,11218,1835,324,3303,838,200,0,394,60,2405,1858,2159,9058,2140.6467498748
3681,3,7774,1559,272,4204,482,0,100,307,0,849,0,1831,5942,2854.1956664997
3699,1,8138,0,0,2227,987,0,0,2515,1689,719,0,0,8137,1109.9649814166
3707,3,18880,243,168,5973,1762,84,2022,1482,4995,2061,90,411,18469,3171.3285183330
3715,4,24494,6429,436,6259,3286,103,0,416,6054,1132,378,6865,17628,3488.4613701663
3723,4,23968,0,0,9116,2482,1644,602,531,4700,4892,0,0,23967,3409.1781572080
3731,7,11941,1175,0,4294,1786,52,217,436,2699,650,632,1175,10766,5470.5416941245
3749,5,23247,5190,1094,5948,1972,517,1004,1559,2407,3019,536,6284,16962,5074.1256293329
3756,2,31035,1625,1119,4154,1080,0,1549,1907,10454,8916,231,2744,28291,2061.3635369165
3764,3,14666,1551,130,4494,2067,304,0,719,4526,795,79,1681,12984,2616.3460276248
3772,2,13721,1687,811,4500,2095,124,201,467,1774,1597,466,2498,11224,1982.0803239582
3780,6,23050,5052,673,5031,2208,195,201,-18,4788,3139,1781,5725,17325,5470.5416941245
3798,1,16543,2743,478,4234,1548,2372,1255,73,1685,2090,65,3221,13322,1189.2481943749
3806,1,14567,1218,415,2993,765,396,80,655,7091,656,297,1633,12933,872.1153425416
3814,6,12134,1498,242,5437,1576,114,100,504,1405,1115,143,1740,10394,6184.0906107494
3822,8,18955,6576,790,5516,1217,186,30,585,2381,432,1241,7366,11588,8086.8877217493
3830,6,13833,835,735,5806,1882,80,0,167,2548,1278,502,1570,12263,5074.1256293329
3848,4,8768,833,0,3225,896,480,742,57,168,2367,0,833,7935,4360.5767127079
3855,1,1788,31,0,175,1061,0,0,63,227,232,0,31,1758,872.1153425416
3863,2,5978,1461,357,2008,416,0,87,205,281,902,262,1818,4161,2140.6467498748
3871,3,7234,1661,243,2610,863,0,0,337,321,804,396,1904,5331,3329.8949442497
3889,2,6586,1845,281,3225,540,0,0,160,271,264,0,2126,4460,1982.0803239582
3897,7,8338,2445,383,2498,573,85,713,142,501,829,171,2828,5512,7611.1884439993
3905,5,40606,1421,652,13482,2666,373,443,690,5320,14815,744,2073,38533,3884.8774349580
3913,4,23834,3606,900,4256,2237,243,0,355,8222,3559,455,4506,19327,3329.8949442497
3921,3,7445,474,298,3267,311,648,374,41,226,367,1438,772,6672,2695.6292405831
3939,5,25734,2913,68,4973,2676,164,1124,1955,6247,3553,2061,2981,22753,5074.1256293329
3947,3,21151,1124,305,4095,953,60,0,3080,241,10928,365,1429,19722,2774.9124535414
3954,4,12093,1274,548,4204,963,162,300,676,3019,628,318,1822,10270,3171.3285183330
3962,1,3255,864,78,1506,202,117,0,137,34,182,134,942,2312,872.1153425416
3970,1,16688,934,0,3012,719,100,0,489,2895,8474,65,934,15754,1189.2481943749
3988,3,11291,1571,840,2805,1140,214,1634,631,600,1613,243,2411,8880,2933.4788794581
3996,2,10374,0,0,4763,1697,296,0,1071,1302,1246,0,0,10375,1982.0803239582
4002,4,16882,1935,424,2302,770,916,0,2057,1440,6435,602,2359,14522,4519.1431386246
4010,1,2637,1314,43,165,244,105,341,0,149,158,117,1357,1279,1189.2481943749
4028,1,5005,1125,195,2002,358,0,380,96,251,596,0,1320,3683,1189.2481943749
4036,2,7222,514,654,3355,1883,60,0,223,162,371,0,1168,6054,1982.0803239582
4044,4,7734,1504,119,2903,829,274,205,0,1218,100,582,1623,6111,3409.1781572080
4051,2,7527,681,203,2498,2573,260,0,71,300,541,400,884,6643,1744.2306850832
4069,4,18886,4548,995,4232,1847,884,0,1034,316,2670,2360,5543,13343,3964.1606479163
4077,4,24180,1394,382,3299,761,4352,0,319,2037,10538,1098,1776,22404,3329.8949442497
4085,1,5721,1496,83,0,101,80,0,98,2470,1373,20,1579,4142,1189.2481943749
4093,1,6805,1098,239,0,2,13,371,161,3737,1162,22,1337,5468,1189.2481943749
4101,2,16595,1287,626,6967,1396,985,0,439,627,4119,150,1913,14683,1982.0803239582
4119,4,37306,4037,2001,4844,6045,2228,1536,751,5295,8779,1789,6038,31267,3171.3285183330
4127,5,48473,5054,1573,5165,3725,264,642,3997,5739,22271,43,6627,41846,4836.2759904579
4135,2,36526,1043,925,4644,4535,0,463,1957,3940,17360,1658,1968,34557,1982.0803239582
4143,2,26046,1932,1588,6616,4716,253,0,2171,2161,3851,2759,3520,22527,1982.0803239582
4150,4,12369,1968,346,3280,1261,283,0,1648,2627,717,239,2314,10055,4360.5767127079
4168,8,13041,2988,586,5397,1902,218,0,528,205,418,801,3574,9469,8800.4366383742
4176,8,9509,3007,311,3097,469,22,0,301,2107,196,0,3318,6192,7531.9052310410
4184,5,13730,1868,59,3097,550,1269,1960,101,3093,820,914,1927,11804,3805.5942219997
4192,8,9888,2524,466,2603,609,474,0,297,1590,1032,294,2990,6899,7294.0555921660
4200,1,5053,196,365,3097,317,100,300,136,228,174,139,561,4491,872.1153425416
4218,2,12450,2808,1111,2925,1146,306,432,1120,422,1906,274,3919,8531,1982.0803239582
4226,6,14095,1254,364,4585,2320,155,79,763,2226,1757,591,1618,12476,5470.5416941245
4234,8,14047,1561,477,4553,1149,70,0,625,2579,1858,1176,2038,12010,7531.9052310410
4242,5,27584,4201,866,2925,1930,1407,566,521,2889,11304,975,5067,22517,4756.9927774996
4259,2,46504,5994,522,4286,3231,254,831,2426,5987,22531,442,6516,39988,1982.0803239582
4267,9,13385,1899,256,3056,1389,2373,139,7,1204,1522,1541,2155,11231,8404.0205735826
4275,4,22488,3302,542,4212,1901,211,301,2211,2905,6053,850,3844,18644,4360.5767127079
4283,5,20753,3643,622,4494,2672,259,2272,557,3676,624,1933,4265,16487,4439.8599256663
4291,2,20384,6296,488,3503,1608,50,0,2331,1936,1100,3071,6784,13599,1664.9474721248
4309,2,19997,3400,493,2654,2337,636,1602,6154,908,610,1203,3893,16104,1982.0803239582
4317,2,9863,2121,821,2512,1276,147,991,349,502,571,572,2942,6920,1982.0803239582
4325,2,9824,2550,478,3240,885,65,0,1191,926,154,335,3028,6796,1982.0803239582
4333,1,2390,43,0,301,51,103,398,157,871,466,0,43,2347,951.3985554999
4341,1,2776,935,93,300,351,139,0,115,434,265,143,1028,1747,951.3985554999
4358,1,4019,2409,26,301,51,53,131,1,166,299,583,2435,1585,951.3985554999
4366,2,14840,2007,247,5522,1199,0,0,2497,575,2728,65,2254,12586,1982.0803239582
4374,5,25882,346,925,6393,7533,67,532,946,5938,3201,0,1271,24610,4043.4438608746
4382,3,12369,832,153,5168,1329,0,338,565,1723,1694,567,985,11384,2933.4788794581
4390,4,21575,2386,1269,5271,1566,571,633,228,6167,985,2498,3655,17919,3409.1781572080
4408,5,21406,2127,571,6378,3229,0,0,654,1947,5665,835,2698,18708,4360.5767127079
4416,3,13285,1864,379,3814,1063,258,0,252,3383,2085,187,2243,11042,2854.1956664997
4424,6,25055,1985,309,6460,2895,558,1025,3748,4389,3011,677,2294,22763,5074.1256293329
4432,2,4443,926,114,1896,346,201,0,225,197,50,489,1040,3404,1982.0803239582
4440,3,16263,4028,698,4719,1011,118,693,871,2978,1148,0,4726,11538,2854.1956664997
4457,2,89806,1485,319,12032,2886,38524,4148,2691,4648,2007,21067,1804,88003,1982.0803239582
4465,2,14821,1754,640,4635,2752,30,1024,653,590,1805,938,2394,12427,1982.0803239582
4473,2,8957,1003,704,3530,1926,46,94,669,319,667,0,1707,7251,1982.0803239582
4481,2,22124,3504,1182,3530,3291,804,536,1136,1310,6339,492,4686,17438,1982.0803239582
4499,2,32571,5386,1441,4635,2729,102,399,3495,9687,3396,1301,6827,25744,1982.0803239582
4507,2,12051,2146,224,4635,1890,1002,0,1145,770,83,156,2370,9681,1982.0803239582
4515,5,23556,4804,429,4524,737,1171,846,362,3533,3553,3596,5233,18322,5549.8249070828
4523,4,11855,1759,47,4719,1376,219,1766,134,1373,411,50,1806,10048,3409.1781572080
4531,2,15342,3192,807,3203,749,0,1550,315,1144,2868,1514,3999,11343,2140.6467498748
4549,2,13792,2721,979,3456,772,505,880,342,0,3937,201,3700,10093,2061.3635369165
4556,3,17746,2659,1082,3349,4083,819,443,2035,834,1974,468,3741,14005,2854.1956664997
4564,3,17771,2730,1048,4099,1562,151,0,1069,2195,4171,747,3778,13994,3171.3285183330
4572,2,6023,1254,366,3149,640,60,50,298,0,206,0,1620,4403,1982.0803239582
4580,1,10112,1314,200,4201,606,831,201,153,1615,624,368,1514,8599,872.1153425416
4598,2,11076,1961,448,4104,893,33,150,245,100,1622,1519,2409,8666,2140.6467498748
4606,5,22885,5388,1132,2512,1180,134,1325,402,401,5639,4770,6520,16363,5391.2584811662
4614,3,7519,1619,333,2512,1223,368,0,756,266,374,69,1952,5568,3171.3285183330
4622,4,8952,2080,396,2202,385,0,250,804,2102,670,63,2476,6476,3884.8774349580
4630,4,16485,334,39,3751,931,0,0,82,2783,8013,551,373,16111,3171.3285183330
4648,5,21000,2541,2388,2722,2062,1111,1301,1254,972,2817,3832,4929,16071,5074.1256293329
4655,5,10133,1079,565,2722,1251,0,0,302,1204,2749,261,1644,8489,3647.0277960830
4663,2,13728,2096,348,3814,825,950,951,774,1951,1935,84,2444,11284,2140.6467498748
4671,4,8272,1640,0,2711,722,251,551,9,364,1655,370,1640,6633,3250.6117312914
4689,4,6370,1113,770,2603,768,174,261,90,211,380,0,1883,4487,4202.0102867913
4697,6,11525,1759,140,3013,559,97,1110,584,1899,648,1717,1899,9627,5311.9752682078
4705,5,10595,1414,303,3033,1901,1484,30,452,1193,484,302,1717,8879,4202.0102867913
4713,2,15261,676,113,5774,2108,50,452,1422,630,3685,351,789,14472,1982.0803239582
4721,3,11185,694,371,5553,1189,0,454,1051,802,885,187,1065,10121,2933.4788794581
4739,3,34575,5031,262,8215,3979,803,1466,636,1783,10627,1773,5293,29282,2695.6292405831
4747,4,30134,6253,1034,8338,3181,70,392,707,5900,4093,166,7287,22847,4360.5767127079
4754,1,14558,1611,213,4204,1166,217,1167,813,5087,51,30,1824,12735,872.1153425416
4762,4,14592,1154,557,4224,3014,45,0,1268,298,3942,91,1711,12882,4360.5767127079
4770,4,10558,2903,398,2969,1437,0,188,942,913,678,129,3301,7256,3329.8949442497
4788,5,26264,1772,641,3503,2317,282,676,928,6004,9418,722,2413,23850,4836.2759904579
4796,2,6227,1149,369,3297,890,0,250,188,0,84,0,1518,4709,1982.0803239582
4804,4,11719,1171,328,5298,1180,0,299,574,1487,953,430,1499,10221,3567.7445831247
4812,1,10083,544,408,5465,1134,0,602,558,395,976,0,952,9130,872.1153425416
4820,2,6310,532,87,2002,400,268,703,87,211,2020,0,619,5691,2140.6467498748
4838,1,6988,757,0,4153,550,196,251,555,220,306,0,757,6231,872.1153425416
4846,2,6628,869,298,1702,798,20,0,434,522,1659,325,1167,5460,1982.0803239582
4853,3,16793,2471,0,4344,3807,0,1855,1044,566,2010,695,2471,14321,2616.3460276248
4861,2,16147,2380,844,5355,1172,239,689,2764,377,1023,1305,3224,12924,1982.0803239582
4879,2,42856,2422,1029,8738,2849,1053,0,2780,2312,21539,134,3451,39405,1982.0803239582
4887,2,13532,712,58,8510,1459,0,0,856,1104,827,7,770,12763,1982.0803239582
4895,4,21584,6642,1022,4051,1611,87,1131,628,3122,2157,1132,7664,13919,3647.0277960830
4903,4,7388,771,187,1299,1190,187,511,268,746,1743,485,958,6429,3567.7445831247
4911,5,17188,861,305,3235,3360,4795,823,148,846,2780,35,1166,16022,3884.8774349580
4929,2,16513,1538,1456,4745,809,694,2058,1476,392,1761,1585,2994,13520,1982.0803239582
4937,2,19514,1283,0,4736,1216,321,702,715,463,9800,279,1283,18232,1982.0803239582
4945,4,30629,1777,365,4667,1152,388,902,383,4396,15898,701,2142,28487,4122.7270738330
4952,4,23383,3375,1503,4558,1130,534,0,2891,7442,1950,0,4878,18505,3964.1606479163
4960,5,23555,3400,579,5738,2042,114,1025,2412,4489,2077,1681,3979,19578,4677.7095645412
4978,5,14150,1883,330,1464,2816,351,414,211,1449,4756,476,2213,11937,5470.5416941245
4986,2,11786,2077,812,3253,346,1971,0,235,2165,927,0,2889,8897,2140.6467498748
4994,1,5660,179,739,3691,642,0,0,100,0,308,0,918,4741,872.1153425416
5009,6,10267,1641,470,2002,1071,184,1611,196,835,1678,579,2111,8156,5232.6920552495
5017,3,14096,1176,420,3689,1550,574,0,894,844,4949,0,1596,12500,3092.0453053747
5025,3,8078,87,0,2797,583,13,931,94,894,2294,384,87,7990,2854.1956664997
5033,3,6833,2265,654,2002,421,0,0,0,134,148,1209,2919,3914,3092.0453053747
5041,4,20354,3903,534,3503,1183,204,671,278,4612,2752,2714,4437,15917,3329.8949442497
5058,4,26334,2733,757,4978,3587,128,601,1846,4281,6887,535,3490,22843,3567.7445831247
5066,3,23426,2818,570,6330,2054,2387,335,854,3705,3591,783,3388,20039,2616.3460276248
5074,5,24770,1658,355,3907,2279,850,764,3463,2741,8031,721,2013,22756,4915.5592034162
5082,5,24431,4643,950,4231,1549,473,337,1022,3340,7495,391,5593,18838,3884.8774349580
5090,3,17843,2097,541,3901,2080,588,478,464,2952,4503,239,2638,15205,2378.4963887498
5108,5,21317,4069,1380,4625,2313,171,1051,1049,2202,3936,522,5449,15869,4677.7095645412
5116,6,28196,1667,483,4573,1687,1637,201,872,7742,4099,5235,2150,26046,4915.5592034162
5124,5,29859,1467,274,6301,1546,306,631,816,4310,7999,6209,1741,28118,4202.0102867913
5132,5,21604,5098,990,3946,2887,1133,348,683,3061,2898,561,6088,15517,4519.1431386246
5140,7,27344,2879,386,5020,1581,438,3694,1312,9270,2660,105,3265,24080,5629.1081200411
5157,3,19665,3554,175,4246,4968,251,701,2933,0,217,2620,3729,15936,2616.3460276248
5165,2,8818,799,807,3814,812,0,0,1898,262,426,0,1606,7212,1982.0803239582
5173,4,17375,2299,457,3333,4958,235,0,127,2865,2786,316,2756,14620,3171.3285183330
5181,2,15152,5401,605,3814,1820,0,0,2910,60,325,216,6006,9145,1982.0803239582
5199,2,25430,3114,1718,5573,3446,4203,862,711,1359,3745,700,4832,20599,1982.0803239582
5207,4,18468,3446,120,2837,974,397,100,26,3172,6971,426,3566,14903,3171.3285183330
5215,5,32924,4531,424,3370,1931,3190,4618,1240,3872,7888,1858,4955,27967,4598.4263515829
5223,5,29808,5270,1183,4886,3281,898,0,1311,5290,6644,1046,6453,23356,4836.2759904579
5231,4,19068,4978,554,4715,2513,206,151,706,987,2951,1309,5532,13538,3884.8774349580
5249,5,28513,5170,524,4695,3864,399,1225,2590,3161,6084,803,5694,22821,5153.4088422912
5256,5,23690,2227,700,4561,2349,349,40,2838,2767,7689,169,2927,20762,4677.7095645412
5264,5,31204,4498,1692,4494,5215,1746,351,660,7440,3172,1936,6190,25014,4202.0102867913
5272,2,4746,1006,251,2637,101,0,0,532,50,170,0,1257,3490,1982.0803239582
5280,4,27032,2115,0,6526,341,374,0,1115,3735,10844,1982,2115,24917,3171.3285183330
5298,2,29399,5021,954,5120,1007,404,0,256,510,15448,678,5975,23423,2140.6467498748
5306,1,19796,4820,0,5521,1129,798,701,855,2734,2828,409,4820,14975,1189.2481943749
5314,1,9745,925,0,5020,1421,406,0,2,534,1175,262,925,8820,1189.2481943749
5322,3,18428,841,776,4387,1586,527,151,1123,2390,6386,261,1617,16811,2774.9124535414
5330,2,14746,192,55,4450,3045,1102,0,143,5059,700,0,247,14499,2061.3635369165
5348,2,14641,2095,547,4682,1751,0,43,1482,1239,1324,1478,2642,11999,1982.0803239582
5355,2,15171,2032,1648,3623,685,598,144,2226,497,1938,1780,3680,11491,1982.0803239582
5363,2,9462,1414,296,4948,523,73,230,158,572,1162,85,1710,7751,2061.3635369165
5371,4,9529,1350,72,4384,1101,0,90,323,1318,892,0,1422,8108,3092.0453053747
5389,3,40440,2288,805,26432,3280,2405,70,1656,1066,1821,616,3093,37346,2616.3460276248
5397,1,9223,2249,0,3815,835,421,0,34,40,1671,157,2249,6973,1189.2481943749
5405,1,13679,2312,207,7017,1495,0,0,109,220,2318,0,2519,11159,1109.9649814166
5413,2,7092,1849,750,1606,484,0,201,154,931,711,405,2599,4492,1823.5138980415
5421,2,11935,1658,0,3756,754,0,395,144,1755,3320,153,1658,10277,2140.6467498748
5439,1,6959,424,402,3012,862,0,326,574,0,1359,0,826,6133,1109.9649814166
5447,1,9183,404,723,3597,2549,43,181,570,241,109,765,1127,8055,872.1153425416
5454,1,9115,818,294,4366,905,0,0,604,298,626,1204,1112,8003,872.1153425416
5462,2,15786,1146,227,7078,95,3352,0,534,549,1713,1091,1373,14412,1982.0803239582
5470,1,11015,2177,0,6827,75,0,361,468,323,297,485,2177,8836,1109.9649814166
5488,5,15292,785,0,4938,925,230,1105,355,4387,1856,711,785,14507,4043.4438608746
5496,2,14391,3542,598,3472,831,89,214,887,781,3115,863,4140,10252,1982.0803239582
5504,1,11164,458,70,4293,526,0,671,90,0,5055,0,528,10635,872.1153425416
5512,3,16292,1981,0,5668,3456,0,0,732,490,2836,1130,1981,14312,3012.7620924164
5520,3,24334,3881,1902,3524,914,569,803,373,663,10244,1462,5783,18552,3250.6117312914
5538,1,6197,378,187,4095,236,156,502,413,87,144,0,565,5633,872.1153425416
5546,3,6620,1354,206,3954,617,34,0,126,231,97,0,1560,5059,2378.4963887498
5553,4,26997,2777,723,6634,1671,0,733,226,3265,10042,926,3500,23497,3567.7445831247
5561,3,8171,953,289,4095,616,311,30,675,298,784,121,1242,6930,2854.1956664997
5579,2,6196,455,0,4705,414,0,0,117,51,455,0,455,5742,1902.7971109998
5587,2,6487,792,220,4162,711,0,0,251,0,74,277,1012,5475,1982.0803239582
5595,3,16684,1732,347,5020,1513,654,0,774,82,6562,0,2079,14605,3329.8949442497
5603,2,33192,4893,1408,4857,1594,2126,611,568,8100,2268,6767,6301,26891,2061.3635369165
5611,5,16830,2773,320,3431,1798,50,606,563,2607,4215,467,3093,13737,3726.3110090413
5629,2,27457,2987,471,5696,2464,446,0,2381,2113,10344,554,3458,23998,1982.0803239582
5637,4,33577,1605,542,5613,4867,296,141,294,5894,13506,820,2147,31431,3567.7445831247
5645,3,22733,2355,480,4220,1384,7380,255,257,3859,2122,421,2835,19898,1982.0803239582
5652,4,17010,1569,1217,1843,1682,30,3313,95,3971,3289,0,2786,14223,3488.4613701663
