count,zu,zl,mean_expenses,min_expenses,max_expenses,families,pattern_0,pattern_1,pattern_2,pattern_3,pattern_4,pattern_5,pattern_6,pattern_7,pattern_8,pattern_9,pattern_10,pattern_11,pattern_12,pattern_13
9,18,18,12615.333333333334,5279,21196,"4291,5967,11197,26377,60442,68676,72173,72785,76927",0,0,1,0,0,0,0,0,0,0,0,1,0,0
81,81,81,5629.530864197531,507,14909,"4333,4341,4358,5975,5983,5991,7955,8417,10207,10215,10223,10231,10249,12260,17764,17772,17822,18085,18432,27060,32409,32417,32425,33423,33431,37242,37564,42564,49312,51961,51987,52597,53322,53330,55707,55830,56184,56192,56259,56564,57901,60210,63511,65110,66860,68635,68643,68650,68668,69567,69575,69583,69591,69609,69617,70466,72124,73122,73130,73148,73155,73163,73171,73536,75333,75879,76968,78691,79285,79327,80267,80283,80630,80655,81711,81737,81885,81893,82479,84830,85001",0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,55,55,20886.18181818182,11766,30291,"4374,21865,27318,28563,29496,66514,74443,80291,82347,86181,87916",1,0,0,2,0,0,0,0,0,0,1,1,0,0
3,15,15,15269.0,10323,21406,"4408,79665,83436",0,0,2,1,0,0,0,0,0,0,1,1,0,0
4,24,24,17891.5,6780,25055,"4424,67306,67868,84590",0,1,2,0,0,1,0,0,0,0,1,1,0,0
3,9,9,12985.0,9004,16263,"4440,43604,51615",0,0,0,1,0,0,0,0,0,1,1,0,0,0
5,25,25,27192.8,14788,47146,"4515,21659,25114,33654,65771",0,0,0,0,0,0,0,0,3,0,0,0,1,1
3,15,15,19814.666666666668,15548,22885,"4606,49064,68841",0,0,0,0,0,0,0,1,2,0,1,1,0,0
3,12,12,13040.0,8952,19167,"4622,34801,83089",0,0,0,1,0,0,0,0,1,0,0,1,1,0
1,5,5,10133.0,10133,10133,4655,0,3,0,0,0,0,0,0,0,0,0,1,1,0
8,32,32,18809.375,6370,31478,"4689,19505,26500,40709,60483,62455,71035,77677",0,0,0,0,1,0,0,0,1,0,0,1,1,0
1,6,6,11525.0,11525,11525,4697,0,1,2,0,1,0,0,0,0,1,1,0,0,0
2,10,10,10135.5,9676,10595,"4705,48462",1,0,1,1,0,0,0,0,1,1,0,0,0,0
21,84,84,20700.809523809523,5725,32342,"4895,11510,16071,21584,25866,31534,33191,35998,48249,52480,53546,59196,64824,67926,71613,73486,76786,77248,80077,83352,87262",0,0,2,0,0,0,0,0,0,0,1,1,0,0
3,12,12,7840.333333333333,6354,9779,"4903,35139,81125",0,0,0,1,0,1,0,0,0,0,0,1,1,0
17,85,85,17567.882352941175,7214,34064,"4911,17426,22905,31252,32714,33365,40568,45179,48132,52720,55780,55947,66530,66647,71415,76810,87940",1,1,0,1,0,0,0,0,0,0,1,1,0,0
4,16,16,21342.25,9211,39150,"4952,41426,54171,75101",0,0,0,1,0,0,0,0,1,0,1,1,0,0
3,15,15,18921.0,14150,22617,"4978,23317,75267",0,0,0,0,0,0,1,0,1,1,1,1,0,0
2,12,12,9253.0,8239,10267,"5009,89516",0,0,0,2,0,2,0,0,0,0,1,1,0,0
9,45,45,20906.444444444445,9919,28791,"5074,17152,18283,32482,53843,54734,61655,75309,81158",0,0,1,0,2,0,0,0,0,0,1,1,0,0
2,6,6,17132.5,16422,17843,"5090,15669",1,0,0,0,0,0,0,0,0,1,0,1,0,0
23,115,115,22778.0,7138,37852,"5108,5256,10058,19315,20693,26054,28506,36848,38810,39446,44164,55871,58586,66498,69013,72488,74419,77313,78717,80010,80259,83220,90175",0,0,0,1,1,1,0,0,0,0,1,1,0,0
2,12,12,23642.0,19088,28196,"5116,80945",1,1,0,1,1,0,0,0,0,0,1,1,0,0
9,45,45,21986.11111111111,8235,37954,"5124,21212,38232,41681,46995,60236,71381,81422,87957",1,0,0,1,0,1,0,0,0,0,1,1,0,0
1,5,5,21604.0,21604,21604,5132,0,0,1,1,1,0,0,0,0,0,0,0,1,1
1,7,7,27344.0,27344,27344,5140,0,2,0,2,1,0,0,0,0,0,1,1,0,0
3,9,9,24274.666666666668,10620,42539,"5157,18911,87874",0,0,0,0,0,0,0,0,0,0,0,2,0,1
14,70,70,25156.571428571428,11754,38081,"5215,12708,15156,19968,28282,30973,49957,51607,57216,62463,76976,78451,83196,85225",0,0,1,0,0,2,0,0,0,0,1,1,0,0
2,10,10,27468.5,26424,28513,"5249,69682",0,0,0,0,1,1,0,0,1,0,1,0,0,1
1,4,4,9529.0,9529,9529,5371,0,0,1,2,0,0,0,0,0,0,0,1,0,0
18,90,90,20381.555555555555,6794,42886,"5488,12674,15677,21758,22251,28100,34132,37515,37630,40220,42218,58206,61333,68924,73106,76646,76893,85662",0,1,0,2,0,0,0,0,0,0,1,1,0,0
10,30,30,14608.1,5565,24334,"5520,8086,10819,12120,23846,24141,32870,44958,61283,86470",0,0,0,0,0,0,0,0,1,0,1,1,0,0
6,18,18,10154.166666666666,6138,15917,"5546,20974,34397,54205,59774,60657",0,0,1,1,0,0,0,0,0,0,0,1,0,0
1,4,4,26997.0,26997,26997,5553,0,0,0,0,0,2,0,1,0,0,0,1,0,0
19,38,38,14800.421052631578,6196,39180,"5579,8128,20354,27011,53306,55731,61978,65888,69070,69724,71290,71597,72892,75911,78477,78709,79723,88807,89433",0,0,0,0,0,0,0,0,0,2,0,0,0,0
1,3,3,16684.0,16684,16684,5595,0,0,0,0,0,0,0,0,0,1,2,0,0,0
7,35,35,18758.714285714286,13066,26494,"5611,14787,26849,36624,64790,79384,89037",2,1,0,0,0,0,0,0,0,0,1,1,0,0
3,9,9,16091.666666666666,5117,22733,"5645,70615,70938",0,2,0,0,0,0,0,0,0,0,0,1,0,0
9,36,36,15483.777777777777,3657,40259,"5652,19828,24349,24596,27441,47589,58792,74112,89029",0,1,1,0,0,0,0,0,0,1,1,0,0,0
2,18,18,14531.0,13259,15803,"5702,67058",1,1,1,2,1,1,0,0,0,0,1,1,0,0
23,69,69,13940.434782608696,3925,40325,"5736,15651,16295,20784,24166,24372,28795,30437,32532,36798,41145,43075,47522,59519,67603,70243,73379,76349,76745,80929,82032,89672,90209",0,0,0,0,0,0,0,0,0,0,0,0,1,2
20,60,60,16901.0,3724,31139,"5751,8789,10660,15297,18374,22277,31294,35584,41632,56242,56432,58297,59394,60665,63537,66985,68007,68593,68817,78675",0,0,0,1,0,0,0,0,0,0,1,1,0,0
6,18,18,17840.5,9285,29433,"5769,15719,35972,39685,49635,78386",0,0,0,0,0,0,0,0,0,1,0,1,1,0
10,40,40,18088.9,9174,27727,"5777,8730,19414,25189,30718,50310,56721,63651,63743,65599",0,0,0,0,0,0,1,0,1,0,0,0,1,1
11,55,55,26279.545454545456,10217,64445,"5819,16469,22608,25841,40204,50914,57125,58974,64287,66225,80762",0,1,0,1,1,0,0,0,0,0,1,1,0,0
6,30,30,25613.5,10614,36590,"5827,12864,13557,59865,66175,73890",0,0,0,1,2,0,0,0,0,0,1,1,0,0
4,20,20,19821.25,9655,27755,"5835,60079,68247,73916",0,0,0,0,0,0,0,0,2,0,1,0,1,1
13,52,52,14938.846153846154,6971,39521,"5843,16634,22954,30262,30395,35485,37960,56176,60285,60343,65045,74328,89151",0,2,0,0,0,0,0,0,0,1,1,0,0,0
24,120,120,20487.125,8588,34403,"5850,11064,24976,27243,29843,32433,38885,39503,41434,44370,44909,51433,52118,53488,55087,55772,70961,71043,73676,77669,79160,80028,80234,80333",0,1,1,1,0,0,0,0,0,0,1,1,0,0
1,7,7,26114.0,26114,26114,5868,0,0,1,0,0,2,0,0,1,1,0,1,1,0
6,18,18,12326.833333333334,4957,23265,"6007,55319,62059,67637,69112,80358",0,0,0,0,0,1,0,0,0,1,0,1,0,0
1,5,5,13149.0,13149,13149,6056,1,1,0,0,0,1,0,0,0,0,1,1,0,0
4,8,8,12367.0,11360,13192,"6148,35352,40329,72306",0,0,0,0,0,0,0,0,0,0,2,0,0,0
1,4,4,9037.0,9037,9037,7203,1,0,0,0,0,2,0,0,0,0,0,1,0,0
5,20,20,17388.0,7639,25457,"7245,30445,32771,50278,87072",0,0,0,0,0,0,0,0,0,2,0,1,1,0
1,9,9,24647.0,24647,24647,7369,0,0,3,1,1,0,1,0,0,1,1,1,0,0
12,24,24,12086.0,7658,22768,"7377,7617,11700,34959,37929,41665,46490,58933,75150,79780,81851,84723",0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,9,9,21080.0,21080,21080,7476,0,0,1,0,1,2,0,1,0,2,0,1,1,0
2,12,12,22440.5,18183,26698,"7484,41814",0,0,1,0,1,0,0,0,2,0,1,1,0,0
1,8,8,20222.0,20222,20222,7518,0,0,0,0,0,0,1,0,2,1,2,0,1,1
2,12,12,12281.5,11120,13443,"7534,77479",0,2,0,2,0,0,0,0,0,0,1,1,0,0
8,40,40,19823.0,13381,33012,"7542,16774,30833,42168,43828,50864,59139,75739",0,0,0,0,0,0,0,1,1,1,0,0,1,1
2,12,12,23314.0,20154,26474,"7252,70086",0,0,1,0,0,1,1,1,0,0,1,1,0,0
1,9,9,10439.0,10439,10439,7336,0,1,0,2,3,0,0,1,0,0,1,1,0,0
3,18,18,31708.666666666668,9694,48869,"7344,25411,47944",0,1,2,0,1,0,0,0,0,0,1,1,0,0
1,7,7,31341.0,31341,31341,8961,0,0,0,0,0,0,0,0,2,3,0,1,1,0
23,92,92,19950.043478260868,8251,41317,"9001,12112,14977,18879,23960,26997,30213,30593,36475,40402,45468,46326,53629,62109,63057,69179,71183,71340,75895,76042,78501,80366,81448",0,0,0,2,0,0,0,0,0,0,1,1,0,0
13,65,65,22834.69230769231,11311,41833,"9035,24455,33092,35287,37622,50856,66381,66399,67702,68973,68981,81570,85407",1,0,1,0,1,0,0,0,0,0,1,1,0,0
9,45,45,20609.666666666668,8008,41208,"9167,11718,15198,21964,25213,32599,63792,65656,84657",0,1,0,1,0,1,0,0,0,0,1,1,0,0
1,5,5,17234.0,17234,17234,9175,0,0,1,0,0,1,0,0,1,0,0,1,0,1
1,7,7,11770.0,11770,11770,9241,0,0,0,0,1,0,0,0,3,1,1,1,0,0
1,6,6,22121.0,22121,22121,9290,0,0,0,0,2,0,1,0,1,0,1,1,0,0
1,6,6,15618.0,15618,15618,9316,0,0,0,0,0,1,0,1,1,1,1,1,0,0
3,15,15,13917.666666666666,9761,19922,"9324,33944,48488",2,1,0,0,0,0,0,0,0,1,1,0,0,0
1,7,7,16286.0,16286,16286,9332,1,0,0,1,1,0,0,2,0,0,1,1,0,0
16,64,64,18439.375,7575,34310,"9365,12609,18689,25478,27664,37135,37523,41640,42820,61549,66571,67918,79350,85183,89318,90241",0,0,0,0,0,0,0,0,0,1,1,0,1,1
2,10,10,29522.0,18408,40636,"9373,16907",0,2,0,0,0,0,0,0,1,1,0,0,0,1
6,18,18,8884.333333333334,4826,11112,"9415,35014,41988,54494,68908,79442",0,0,0,0,0,0,0,0,0,0,1,1,0,1
2,6,6,10070.0,6772,13368,"9480,37820",0,0,0,0,0,0,0,1,0,1,0,0,1,0
3,18,18,12745.0,8045,16430,"9498,16618,51136",0,0,0,1,1,0,1,0,0,1,1,1,0,0
17,51,51,16101.941176470587,4413,36251,"9506,12146,12757,15404,15842,22384,29892,31062,36111,55020,56572,74674,74831,77925,79541,82354,85563",0,0,0,0,0,0,0,0,1,0,0,1,1,0
3,21,21,11017.0,7472,14774,"9514,14258,15339",1,2,1,1,0,0,0,0,0,1,1,0,0,0
1,3,3,10582.0,10582,10582,9563,0,0,0,0,0,0,0,0,0,0,0,0,0,3
4,12,12,18174.75,13769,23816,"9571,44263,77594,86116",0,0,0,0,1,0,0,0,0,0,0,1,1,0
4,16,16,10488.5,5821,12434,"9597,29215,63099,65524",0,1,1,0,0,0,0,0,1,1,0,0,0,0
9,18,18,11115.666666666666,4955,15353,"9613,11338,18036,34850,54924,69427,71688,84665,86231",0,0,0,0,1,0,0,0,0,0,0,1,0,0
5,30,30,13749.4,4447,21330,"7641,10371,31757,36749,54577",1,1,2,0,0,0,0,0,0,0,1,1,0,0
18,72,72,22823.222222222223,8265,80149,"7757,9985,10629,10918,16352,16691,30957,32474,34488,38976,48793,51813,73767,75069,76182,76323,77701,90217",0,0,0,0,0,0,0,0,1,1,0,1,1,0
9,36,36,22974.11111111111,6382,34038,"7773,11643,21345,33019,35840,47886,48983,51227,69476",0,0,0,0,0,1,0,0,0,1,0,1,1,0
1,4,4,11440.0,11440,11440,7781,0,0,0,0,1,0,1,0,0,1,0,1,0,0
7,21,21,15276.0,6379,39709,"7856,14407,19075,38851,46763,50153,59634",0,0,0,0,0,0,0,0,1,1,0,1,0,0
3,15,15,31464.666666666668,13619,40704,"7864,64253,69641",0,0,0,0,0,0,0,1,0,2,0,0,1,1
16,64,64,14464.375,6811,35531,"8052,18226,23945,28779,32896,38349,38364,39479,50401,52837,58958,62836,63883,68460,87155,87635",0,2,0,0,0,0,0,0,1,1,0,0,0,0
1,5,5,9766.0,9766,9766,8094,0,0,0,0,1,1,0,0,0,0,0,1,1,1
5,15,15,10018.8,7214,12337,"8185,10900,22616,53603,73759",0,0,1,0,0,0,0,0,0,1,1,0,0,0
10,30,30,18385.8,9075,38474,"8243,28449,31898,34090,37812,38067,42085,42481,47308,64196",0,0,0,0,0,0,0,0,0,1,1,1,0,0
1,4,4,12861.0,12861,12861,8250,1,0,0,0,0,0,0,0,1,1,1,0,0,0
2,8,8,19921.0,7779,32063,"8284,75093",0,0,0,0,0,0,0,0,0,2,1,1,0,0
1,12,12,12436.0,12436,12436,8318,2,0,0,0,2,1,0,0,2,3,0,0,1,1
1,6,6,37168.0,37168,37168,8334,0,0,0,0,0,0,0,0,2,1,0,1,1,1
1,7,7,25875.0,25875,25875,8342,0,0,0,1,1,0,0,1,0,2,1,1,0,0
1,5,5,13148.0,13148,13148,8359,0,0,0,0,0,0,1,0,0,1,1,1,0,1
1,6,6,13202.0,13202,13202,8367,0,0,0,0,1,1,0,1,1,0,1,1,0,0
2,12,12,13452.0,9942,16962,"8375,82677",2,1,1,0,0,0,0,0,0,1,1,0,0,0
2,10,10,19208.0,17745,20671,"8383,22400",0,0,0,0,0,0,0,0,2,0,0,1,1,1
7,28,28,15334.0,8460,26343,"8391,11445,28837,42176,63750,72777,86785",0,0,0,0,0,0,0,0,1,1,1,1,0,0
2,8,8,16392.0,5826,26958,"8409,52639",0,1,0,0,0,0,0,0,1,1,0,0,0,1
5,25,25,23713.2,8559,31098,"8466,37184,46672,46946,62166",0,0,1,0,0,0,1,0,0,1,1,1,0,0
2,8,8,10626.0,6722,14530,"8474,68965",0,0,0,0,0,0,0,0,0,4,0,0,0,0
1,4,4,46502.0,46502,46502,8540,0,0,0,0,1,1,0,0,0,0,1,0,0,1
6,24,24,23589.666666666668,10884,34224,"8557,10538,32375,45922,60418,74567",0,0,0,0,1,0,0,0,0,1,1,1,0,0
1,6,6,41509.0,41509,41509,8573,2,1,0,1,0,0,0,0,0,0,1,1,0,0
1,4,4,7214.0,7214,7214,8599,0,0,0,0,0,0,1,1,0,0,1,1,0,0
2,12,12,12223.0,12118,12328,"8615,48280",0,0,0,1,0,0,1,0,2,0,1,1,0,0
2,6,6,7269.0,5285,9253,"8623,63354",0,0,0,0,0,0,0,0,0,2,0,1,0,0
2,12,12,10700.0,7362,14038,"8656,56085",0,0,0,0,2,0,0,1,0,1,0,0,1,1
1,7,7,20201.0,20201,20201,8680,0,0,0,0,1,0,1,0,1,2,1,1,0,0
1,6,6,13566.0,13566,13566,8698,0,0,0,0,0,0,0,0,1,0,0,3,1,1
3,12,12,17669.333333333332,9158,30961,"8714,68270,68528",0,0,1,1,0,0,0,0,0,1,1,0,0,0
4,20,20,20003.0,13631,35723,"8722,59592,72967,86603",0,2,1,0,0,0,0,0,0,1,1,0,0,0
3,18,18,25681.333333333332,24385,27997,"8748,36269,73940",1,0,1,1,0,1,0,0,0,0,1,1,0,0
10,50,50,21953.6,10082,31726,"8763,24273,25569,29876,34579,34827,41509,76869,85670,90183",0,0,0,0,0,1,0,1,1,0,1,1,0,0
17,68,68,19526.647058823528,9077,39034,"8771,8854,10041,22186,23374,24992,27094,35931,44362,46094,50443,52084,56010,59436,64774,67256,75861",1,1,0,0,0,0,0,0,0,1,1,0,0,0
2,12,12,23020.0,19464,26576,"8797,58867",0,0,0,0,0,0,0,0,3,1,0,0,1,1
1,6,6,16234.0,16234,16234,8821,0,0,1,0,0,0,1,0,1,1,0,1,1,0
3,9,9,14474.0,10901,16435,"8904,18572,44941",0,0,0,0,0,0,0,0,0,0,0,1,0,2
5,25,25,16948.2,6803,43169,"8938,12989,17350,30452,66738",0,0,0,0,1,0,0,1,0,1,1,1,0,0
3,12,12,21177.0,17222,28896,"8946,65128,77644",0,0,1,0,0,0,0,0,0,0,0,1,1,1
1,6,6,37120.0,37120,37120,9704,0,0,1,0,0,0,0,1,0,1,1,1,0,1
1,3,3,24546.0,24546,24546,9746,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,5,5,22750.0,22750,22750,9753,0,0,0,0,0,0,1,0,0,0,0,1,2,1
1,4,4,17341.0,17341,17341,9761,0,0,0,0,0,1,0,0,0,1,1,0,0,1
9,45,45,18860.555555555555,11206,26799,"9803,19810,19877,21147,45658,51730,54825,65953,76562",1,0,1,0,0,1,0,0,0,0,1,1,0,0
3,18,18,13534.333333333334,10654,15773,"9811,52860,88740",0,0,0,0,1,1,0,0,1,1,1,1,0,0
4,24,24,24309.0,20108,31487,"9829,32607,74914,80440",0,0,0,0,0,0,1,0,2,1,0,0,1,1
8,32,32,19824.125,8525,33068,"9852,12153,12823,34702,50187,80739,86496,89722",0,0,0,0,2,0,0,0,0,0,1,1,0,0
1,6,6,22693.0,22693,22693,9860,0,0,0,0,0,0,2,0,0,2,0,1,1,0
9,45,45,14710.444444444445,9311,23174,"9936,39784,42143,58636,59667,63016,85530,87015,89508",1,0,1,1,0,0,0,0,0,1,1,0,0,0
1,7,7,58358.0,58358,58358,9944,1,1,1,0,0,0,0,0,1,1,0,0,1,1
11,55,55,25563.454545454544,9932,39806,"9951,17871,25122,30205,40378,45005,53462,57638,60905,73395,74633",0,0,0,0,1,0,1,0,1,0,1,1,0,0
4,12,12,13421.5,6558,23791,"9993,47076,63164,76687",0,0,0,0,0,0,1,1,0,0,0,0,0,1
21,105,105,24556.571428571428,9874,60677,"10025,13664,14449,20222,20396,21949,25742,33480,35030,36079,39370,41004,44545,48058,59907,60988,65326,71951,77305,81588,86900",1,1,1,0,0,0,0,0,0,0,1,1,0,0
3,15,15,26910.666666666668,22788,32150,"10033,49932,66795",0,0,0,0,0,1,0,1,1,0,0,1,1,0
1,8,8,19784.0,19784,19784,10066,0,0,0,0,1,0,0,0,2,3,0,0,1,1
2,6,6,7236.0,7177,7295,"10108,67645",0,0,1,0,0,0,0,0,0,0,0,0,1,1
2,12,12,13360.0,11891,14829,"10124,57794",0,0,0,0,0,0,0,1,0,3,0,0,1,1
1,4,4,9594.0,9594,9594,10132,0,0,0,0,0,0,0,1,0,2,0,0,0,1
4,20,20,15891.75,7040,23671,"10165,43190,71662,83204",0,0,0,0,0,0,0,0,0,3,0,0,1,1
4,20,20,24150.25,19185,29853,"10264,16444,19323,35162",0,0,1,0,0,0,1,0,1,0,1,1,0,0
2,6,6,14063.0,12264,15862,"10280,61622",0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,6,6,19388.0,19388,19388,10298,0,0,0,0,1,1,1,0,1,0,0,1,1,0
2,14,14,31074.0,18210,43938,"10306,28878",0,0,0,0,0,0,1,0,3,1,0,0,1,1
1,8,8,9473.0,9473,9473,10322,1,2,0,0,1,2,0,0,0,0,1,1,0,0
1,6,6,13328.0,13328,13328,10348,0,0,1,0,2,0,0,1,0,0,1,1,0,0
1,5,5,21394.0,21394,21394,10363,0,0,0,1,0,0,0,2,0,0,1,1,0,0
1,8,8,9290.0,9290,9290,10421,0,0,0,1,2,0,0,1,0,2,0,1,1,0
1,5,5,6448.0,6448,6448,10447,0,0,0,0,0,0,0,0,0,2,1,1,0,1
10,50,50,25592.0,3384,53918,"10454,16683,18648,20321,24919,38877,40642,55343,66431,81992",0,0,1,0,1,0,1,0,0,0,1,1,0,0
2,12,12,17269.5,15027,19512,"10496,66340",0,0,2,0,0,2,0,0,0,0,1,1,0,0
1,7,7,8790.0,8790,8790,10504,0,0,0,0,0,0,0,1,2,2,0,1,1,0
3,18,18,31140.0,13485,48627,"10595,57869,61465",0,0,0,1,1,1,0,1,0,0,1,1,0,0
1,4,4,24705.0,24705,24705,10611,0,0,1,0,1,0,0,0,0,0,0,0,1,1
3,15,15,14748.666666666666,9817,22769,"10652,63313,82768",0,2,0,1,0,0,0,0,0,1,1,0,0,0
1,11,11,10650.0,10650,10650,10686,1,1,1,1,1,1,0,1,2,0,1,1,0,0
1,5,5,31264.0,31264,31264,10835,0,0,0,1,0,1,0,0,1,0,0,1,1,0
1,5,5,15496.0,15496,15496,10942,1,0,1,0,0,0,1,0,0,0,1,1,0,0
2,16,16,32112.5,26403,37822,"11015,55616",0,0,1,0,1,1,1,1,0,1,1,1,0,0
3,21,21,27550.0,21503,36448,"11049,21394,84459",1,0,2,0,2,0,0,0,0,0,1,1,0,0
2,6,6,24057.0,22016,26098,"11056,45302",0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,3,3,9626.0,9626,9626,11155,2,0,0,0,0,0,0,0,0,0,0,1,0,0
8,24,24,18361.25,6021,40830,"11205,14324,22772,25007,26690,30015,37762,60251",0,0,0,0,0,0,1,0,0,0,0,1,1,0
2,8,8,9433.0,8658,10208,"11213,74955",0,0,0,0,0,0,0,1,1,1,0,0,0,1
1,5,5,7808.0,7808,7808,11239,0,0,0,3,0,1,0,0,0,0,0,1,0,0
1,4,4,20965.0,20965,20965,11254,0,1,0,0,0,0,0,0,0,1,0,1,0,1
4,16,16,15230.5,8341,20801,"11262,26260,42036,71365",0,0,1,0,0,0,0,1,0,0,1,1,0,0
2,6,6,17789.0,11580,23998,"11288,40907",0,0,0,0,2,0,0,0,0,0,0,1,0,0
1,7,7,12355.0,12355,12355,11379,0,0,0,0,1,0,0,1,0,3,0,1,1,0
17,34,34,15887.176470588236,8250,45317,"11411,15610,15750,15818,33597,39933,40030,41616,43117,43380,57851,58412,58545,62133,65425,67876,78238",0,0,0,0,0,0,0,0,1,0,0,0,1,0
7,28,28,20624.85714285714,11890,34718,"11478,19216,23911,31872,48264,57695,90100",0,0,0,0,0,0,1,0,0,1,1,1,0,0
1,8,8,10741.0,10741,10741,11569,1,1,0,1,2,0,0,0,1,0,1,1,0,0
1,8,8,8858.0,8858,8858,11577,2,1,0,3,0,0,0,0,0,0,1,1,0,0
2,12,12,20189.0,17733,22645,"11585,16881",0,0,2,0,2,0,0,0,0,0,1,1,0,0
1,6,6,18919.0,18919,18919,11593,0,0,1,0,0,1,0,0,0,2,1,1,0,0
1,5,5,31622.0,31622,31622,11676,0,0,1,1,0,0,0,0,0,1,0,1,1,0
5,25,25,18207.6,14942,22590,"11759,14837,42838,66167,70680",0,0,1,0,0,1,0,0,1,0,1,1,0,0
1,12,12,19437.0,19437,19437,11775,1,1,1,0,2,2,1,0,1,1,1,1,0,0
1,7,7,17291.0,17291,17291,11866,0,1,0,1,1,0,0,1,0,1,1,1,0,0
1,5,5,22758.0,22758,22758,11890,0,0,0,0,0,0,1,0,0,0,0,0,2,2
3,15,15,11014.666666666666,10088,12475,"11924,14589,52340",1,2,0,0,0,0,0,0,0,1,1,0,0,0
5,25,25,29330.0,19422,37109,"11932,23200,26781,48785,53793",0,0,0,1,0,0,1,0,0,1,1,1,0,0
3,9,9,17574.666666666668,4287,24847,"11965,65094,87965",0,0,1,0,1,0,0,0,0,0,0,1,0,0
1,5,5,28223.0,28223,28223,11999,0,0,0,0,0,0,0,0,0,1,0,1,2,1
1,9,9,18892.0,18892,18892,12062,2,0,1,1,2,0,0,1,0,0,1,1,0,0
1,7,7,11521.0,11521,11521,12070,0,0,0,2,0,0,1,1,0,1,1,1,0,0
4,24,24,16545.75,5175,26467,"12088,54965,58149,72660",1,0,0,1,1,1,0,0,0,0,1,1,0,0
1,2,2,9470.0,9470,9470,12161,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2,12,12,10964.0,7271,14657,"12195,62760",1,1,1,1,0,0,0,0,1,0,0,1,0,0
8,16,16,9757.125,3970,13617,"12211,16493,25205,31351,34033,49601,51946,78758",0,0,0,0,0,1,0,0,0,0,0,0,0,1
6,30,30,19666.0,6895,30076,"12369,17533,22087,24679,36061,39867",0,0,0,0,1,0,1,1,0,0,1,1,0,0
1,10,10,18601.0,18601,18601,12450,1,0,1,1,0,2,2,0,1,0,0,1,1,0
1,8,8,9327.0,9327,9327,12468,0,1,1,2,0,2,0,0,0,0,1,1,0,0
4,28,28,21308.25,6966,30246,"12476,23895,30940,88096",1,1,2,1,0,0,0,0,0,0,1,1,0,0
1,3,3,10857.0,10857,10857,12484,1,0,0,0,0,0,1,0,0,0,0,1,0,0
4,16,16,21824.0,12843,38434,"12492,20776,35410,86397",0,0,0,0,0,1,0,1,0,0,0,0,1,1
2,6,6,12929.0,10439,15419,"12567,33035",0,0,1,0,0,0,0,0,0,1,0,0,0,1
2,6,6,15285.0,12748,17822,"12617,78428",0,0,0,0,0,0,0,0,1,1,0,0,1,0
2,6,6,19087.5,16016,22159,"12633,28316",0,0,0,0,0,0,0,1,0,1,0,0,0,1
2,8,8,12119.5,10450,13789,"12641,20503",0,0,0,0,0,0,0,0,0,0,0,2,1,1
11,55,55,26586.909090909092,8059,45172,"12716,26138,38489,40592,47068,47530,49056,49619,51417,51474,67249",0,0,0,2,1,0,0,0,0,0,1,1,0,0
5,25,25,28195.4,20090,35730,"12724,14720,30478,58651,88187",0,0,0,0,0,1,0,0,2,0,0,0,1,1
7,28,28,18480.85714285714,5480,36038,"12740,19448,31054,52621,57646,58487,59691",0,0,0,0,0,0,0,1,1,0,0,1,1,0
1,3,3,6507.0,6507,6507,12765,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2,8,8,17781.5,11547,24016,"12799,74492",0,0,0,0,0,2,0,0,0,0,0,1,1,0
4,20,20,31110.5,20947,51486,"12831,16543,42911,55996",0,0,0,0,1,0,0,1,0,1,0,1,1,0
4,24,24,14681.25,9456,19274,"12971,34884,51573,54841",0,1,1,1,1,0,0,0,0,0,1,1,0,0
5,20,20,17572.4,8864,22589,"13110,17335,17756,41418,53496",0,0,0,0,0,0,0,0,2,0,1,1,0,0
3,6,6,5060.333333333333,3260,8315,"13128,73072,79525",0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3,8545.0,8545,8545,13235,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1,5,5,53764.0,53764,53764,13334,0,0,2,0,0,1,0,0,0,0,0,1,1,0
4,20,20,11007.75,5813,14581,"13391,24323,52357,75978",0,3,0,0,0,0,0,0,1,1,0,0,0,0
18,72,72,23618.666666666668,7091,44320,"13425,21360,22517,31336,33407,40212,43448,46524,46557,47332,58222,59873,61440,62265,69534,86124,88047,88518",0,0,0,0,1,1,0,0,0,0,1,1,0,0
1,6,6,12766.0,12766,12766,13474,0,0,0,0,0,1,2,0,0,1,1,1,0,0
4,8,8,7390.0,3128,15517,"13508,34694,38380,76091",0,0,0,0,0,0,0,1,0,0,0,0,0,1
9,18,18,14951.0,7215,23898,"13797,49668,50328,50674,53280,54718,54981,62273,72074",0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,10,10,31902.5,15190,48615,"13805,58057",0,0,0,0,0,0,0,0,3,0,0,1,1,0
2,12,12,11332.0,7595,15069,"13847,39206",2,0,0,2,0,0,0,0,1,1,0,0,0,0
1,10,10,8214.0,8214,8214,13854,2,2,1,1,2,0,0,0,0,0,1,1,0,0
