Family Composition,Is Sedentary,ZL,ZU,Mean Expenditures,Median Expenditures,Mean Food Expenditures,Median Food Expenditures,Food Expense Ratio (%),Food Norm,Poverty Rate (%),Poverty Gap,Poverty Severity,Count
"Active: 10-14:1.0M, 15-17:1.0M+1.0F, 30-49:1.0M+1.0F",False,6091.689444,22522.338204500003,5311.98,5311.98,5233.333333333333,4926.0,98.51944723687464,3964.16,0.0,0,0,3
"Active: 18-29:1.0F, 50+:1.0M",False,3561.3660935999997,11110.2579625,2061.36,2061.36,3585.3333333333335,3388.0,173.93047955395141,2219.93,0.0,0,0,3
"Active: 0-4:2.0M, 5-9:2.0F, 30-49:1.0M+1.0F",False,-355.83102712000004,21185.668402199997,4598.43,4598.43,3042.0,3722.0,66.15301309359933,634.27,0.0,0,0,3
"Active: 18-29:1.0M, 30-49:1.0M",False,3578.75202706,10807.6570561,2378.5,2378.5,2591.3333333333335,3154.0,108.94821666316305,1982.08,0.0,0,0,3
"Active: 18-29:1.0M+1.0F, 30-49:1.0M+1.0F",False,5685.801878859999,20964.3834831,4202.01,4202.01,6633.666666666667,6812.0,157.86889290284094,3567.74,0.0,0,0,3
"Active: 5-9:1.0M, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",False,5971.2006249,23484.2991761,5074.13,5074.13,5109.0,4777.0,100.68721140372834,3964.16,0.0,0,0,3
"Active: 0-4:2.0M, 5-9:1.0M, 18-29:1.0M+1.0F",False,3475.2514413399995,18301.2378932,4043.44,4043.44,2743.0,2605.0,67.83827631917377,2219.93,0.0,0,0,3
"Active: 18-29:1.0F, 30-49:1.0F, 50+:1.0M+1.0F",False,-526.1532054000003,21522.4512418,3805.59,3805.59,4401.333333333333,4385.0,115.65442765335554,872.12,0.0,0,0,3
"Active: 15-17:1.0M, 18-29:2.0M, 50+:1.0M+1.0F",False,4392.53910632,20723.955180899997,5629.11,5629.11,4997.0,5243.0,88.77069376864193,3012.76,0.0,0,0,3
"Active: 10-14:1.0M, 15-17:1.0F, 30-49:1.0F",False,4654.664112500001,15979.1641061,2854.1999999999994,2854.2,5185.0,4401.0,181.66211197533462,3012.76,0.0,0,0,3
"Active: 5-9:1.0M, 10-14:1.0M+1.0F, 15-17:1.0F, 30-49:1.0M+1.0F",False,4043.5827309000006,26767.205676999998,5708.39,5708.39,5182.333333333333,4922.0,90.78450024145745,3012.76,0.0,0,0,3
"Active: 18-29:1.0F, 30-49:1.0F",False,3991.9470942999997,13253.731911100002,1823.51,1823.51,4675.333333333333,3238.0,256.3919766457729,2616.35,0.0,0,0,3
"Active: 10-14:1.0M, 18-29:1.0F, 50+:1.0M+1.0F",False,2657.8000165000003,18878.2522428,3964.16,3964.16,5167.333333333333,5582.0,130.35128080938543,2140.65,0.0,0,0,3
"Active: 0-4:1.0M+2.0F, 18-29:1.0M+1.0F",False,4796.842013500001,18046.718963699997,3805.59,3805.59,3366.3333333333335,3327.0,88.45759352251117,3092.05,0.0,0,0,3
"Active: 0-4:1.0M, 5-9:1.0M+1.0F, 18-29:1.0F, 30-49:1.0M",False,774.23743264,19528.853742500003,4202.01,4202.01,5618.0,7012.0,133.69792075697106,951.4,0.0,0,0,3
"Active: 18-29:2.0M, 50+:1.0F",False,4009.0751220200004,14821.241363,3250.61,3250.61,3279.0,3561.0,100.87337453585634,2457.78,0.0,0,0,3
"Active: 15-17:2.0F, 30-49:1.0F",False,4650.7928411,17034.4328455,2774.91,2774.91,6815.333333333333,7250.0,245.60556318343058,3092.05,0.0,0,0,3
"Active: 15-17:1.0M, 18-29:1.0F, 30-49:1.0F",False,6849.7481801,15594.8237174,3092.0500000000006,3092.05,5735.333333333333,5731.0,185.486435644098,4202.01,0.0,0,0,3
"Active: 18-29:1.0M+2.0F, 50+:1.0M+1.0F",False,4026.09938686,23777.555028299998,5074.13,5074.13,5162.333333333333,5128.0,101.73829470930649,2933.48,0.0,0,0,3
"Active: 15-17:1.0M, 18-29:1.0M, 50+:1.0M+1.0F",False,2863.5485674599995,17215.385901,4439.86,4439.86,4597.333333333333,5293.0,103.54680853300182,2219.93,0.0,0,0,3
"Active: 0-4:1.0F, 10-14:2.0F, 30-49:1.0M+1.0F",False,6023.2994972999995,21406.9129533,4360.58,4360.58,2897.6666666666665,2330.0,66.45140478254422,3964.16,0.0,0,0,3
"Active: 10-14:1.0F, 15-17:1.0F, 50+:1.0M+1.0F",False,1624.7489661000002,18380.4566276,3805.59,3805.59,4865.666666666667,4802.0,127.85577707179876,1664.95,0.0,0,0,3
"Active: 0-4:1.0F, 5-9:1.0M, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",False,937.0386439000004,25256.6369689,5311.98,5311.98,3839.6666666666665,3890.0,72.28315367653244,1506.38,0.0,0,0,3
"Active: 15-17:2.0M, 50+:1.0M+1.0F",False,4033.7991144000002,16047.9084274,4519.14,4519.14,2787.3333333333335,3199.0,61.67840193783183,2933.48,0.0,0,0,3
"Active: 10-14:1.0F, 15-17:1.0M, 50+:1.0M+1.0F",False,1284.8842022000003,16605.3827333,4122.73,4122.73,4472.333333333333,4050.0,108.47989883725913,1506.38,0.0,0,0,3
"Active: 10-14:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",False,-94.25153890000001,20516.711164400003,4043.44,4043.44,3329.6666666666665,3119.0,82.34737418303885,713.55,0.0,0,0,3
"Active: 10-14:1.0M, 30-49:1.0F, 50+:1.0M",False,3739.6611612999995,15424.6204171,3012.76,3012.76,3566.3333333333335,3586.0,118.37429245387396,2616.35,0.0,0,0,3
"Active: 10-14:2.0F, 15-17:1.0M, 30-49:1.0M+1.0F",False,1178.7988204000003,21142.407767099998,5074.13,5074.13,4706.333333333333,5120.0,92.75153244661318,1506.38,0.0,0,0,3
"Active: 0-4:1.0F, 5-9:2.0F, 10-14:1.0F, 30-49:1.0M+1.0F",False,3207.3474009,23133.1920111,4915.56,4915.56,6838.666666666667,5113.0,139.12283985276684,2616.35,0.0,0,0,3
"Active: 18-29:3.0M, 50+:1.0M+1.0F",False,3697.98855938,21891.4326545,5549.82,5549.82,3458.0,3954.0,62.30832711691551,2537.06,0.0,0,0,3
"Active: 15-17:1.0M, 18-29:1.0F, 50+:1.0M+1.0F",False,4851.1039812,18158.4470879,4202.01,4202.01,3845.6666666666665,3742.0,91.51969335310164,3329.89,0.0,0,0,3
"Active: 15-17:1.0M, 18-29:1.0M+1.0F, 50+:1.0M+1.0F",False,37.45452006000005,21667.016367800003,5391.26,5391.26,2825.3333333333335,2504.0,52.40580742411483,951.4,0.0,0,0,3
"Active: 0-4:1.0F, 5-9:1.0F, 10-14:1.0F, 30-49:1.0M+1.0F",False,7811.490362299999,20820.7694261,4202.01,4202.01,7585.0,7351.0,180.50885171620249,4836.28,0.0,0,0,3
"Active: 5-9:2.0F, 10-14:1.0M, 30-49:1.0M+1.0F",False,5098.8965857,20689.925867600003,4519.14,4519.14,3361.6666666666665,3560.0,74.38730967986533,3329.89,0.0,0,0,3
"Active: 5-9:2.0M, 10-14:1.0M, 30-49:1.0M+1.0F",False,6829.0789067000005,23439.8670308,4677.71,4677.71,8171.666666666667,7984.0,174.69374259341998,4281.29,0.0,0,0,3
"Active: 5-9:1.0F, 15-17:1.0F, 18-29:1.0F, 30-49:1.0M+1.0F",False,-579.5457716999999,23884.4024888,4677.71,4677.71,3534.6666666666665,3727.0,75.56404023906283,634.27,0.0,0,0,3
"Active: 18-29:2.0M, 30-49:1.0F, 50+:1.0M",False,5498.88511792,19380.8620157,4360.58,4360.58,4563.333333333333,5311.0,104.64968727401704,3488.46,0.0,0,0,3
"Active: 10-14:1.0M, 18-29:2.0M, 50+:1.0M+1.0F",False,8541.87514162,21443.760335799998,5391.26,5391.26,7799.333333333333,6221.0,144.6662437599621,4994.84,0.0,0,0,3
"Active: 15-17:1.0F, 18-29:1.0M, 30-49:1.0M+1.0F",False,3146.98177596,20628.9187169,4202.01,4202.01,4606.333333333333,3052.0,109.62214114991001,2299.21,0.0,0,0,3
"Active: 5-9:1.0M, 10-14:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",False,3143.6166602000003,24204.104331000002,4836.28,4836.28,7337.666666666667,3728.0,151.7212954309235,2457.78,0.0,0,0,3
"Active: 10-14:1.0F, 18-29:2.0M, 50+:1.0M+1.0F",False,6400.62419412,21281.4294868,5232.69,5232.69,4771.0,4126.0,91.17681345541203,3964.16,0.0,0,0,3
Active: 18-29:4.0M,False,8635.119397940001,17131.282603699998,4756.99,4756.99,5608.5,5608.5,117.90018478071218,4519.14,0.0,0,0,2
"Active: 15-17:1.0F, 30-49:1.0F",False,5417.2669914,12918.267144899999,1823.51,1823.51,3865.5,3865.5,211.98128883307467,3329.89,0.0,0,0,2
"Active: 10-14:1.0F, 15-17:1.0F, 18-29:1.0M, 30-49:1.0F",False,1505.3437038600002,19325.402537,3884.88,3884.88,4081.0,4081.0,105.04828977986449,1506.38,0.0,0,0,2
"Active: 0-4:2.0F, 30-49:1.0F",False,3511.8246670999997,14013.2954293,1982.08,1982.08,2468.5,2468.5,124.54088634162093,2616.35,0.0,0,0,2
"Active: 0-4:1.0M, 5-9:1.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",False,6386.13047484,23054.389142699998,5232.69,5232.69,7284.5,7284.5,139.21138076209368,4043.44,0.0,0,0,2
"Active: 15-17:1.0M, 30-49:1.0M+1.0F",False,6510.8264732,15345.2755427,3329.89,3329.89,5199.5,5199.5,156.14629912699817,3964.16,0.0,0,0,2
"Active: 0-4:2.0M, 5-9:2.0M, 10-14:1.0M, 30-49:1.0M+1.0F",False,3465.9284149800005,26996.506526600002,5787.67,5787.67,4527.0,4527.0,78.21800482750399,2695.63,0.0,0,0,2
"Active: 0-4:1.0F, 5-9:1.0F, 30-49:1.0F, 50+:1.0M",False,5063.3628415,17281.743033400002,3250.61,3250.61,4759.5,4759.5,146.41867218768166,3488.46,0.0,0,0,2
"Active: 5-9:1.0M+1.0F, 30-49:1.0F",False,2121.8663794000004,14801.9171959,2378.5,2378.5,4916.0,4916.0,206.68488543199493,1744.23,0.0,0,0,2
Active: 50+:2.0M,False,2010.3230395000003,10220.2495073,2219.93,2219.93,4132.0,4132.0,186.13199515300033,1506.38,0.0,0,0,2
"Active: 0-4:3.0M, 18-29:1.0M+1.0F",False,5691.287996380001,16392.1644745,3805.59,3805.59,4114.0,4114.0,108.1041310283031,3250.61,0.0,0,0,2
Active: 18-29:4.0F,False,4217.2010529,20903.5273513,3805.59,3805.59,9753.0,9753.0,256.2808920561595,2774.91,0.0,0,0,2
"Active: 0-4:1.0M+1.0F, 5-9:1.0M+1.0F, 30-49:1.0M+1.0F",False,1013.4171419400002,23387.916228399998,4677.71,4677.71,2634.5,2634.5,56.32029347693637,1506.38,0.0,0,0,2
"Active: 0-4:1.0M+1.0F, 5-9:2.0M+1.0F, 30-49:1.0M+1.0F",False,6629.785341039999,27075.309394999997,5470.54,5470.54,4748.5,4748.5,86.80130297923057,4439.86,0.0,0,0,2
"Active: 5-9:1.0F, 30-49:1.0F, 50+:1.0M",False,2276.6210788,14676.146040900001,2695.63,2695.63,3743.0,3743.0,138.8543679956077,1902.8,0.0,0,0,2
"Active: 5-9:1.0M+2.0F, 30-49:1.0M+1.0F",False,6086.6276637,21316.422073,4281.29,4281.29,4044.0,4044.0,94.45751163784747,3884.88,0.0,0,0,2
"Active: 5-9:1.0M, 50+:1.0M+1.0F",False,1873.1851419000002,15053.1179814,2774.91,2774.91,3609.0,3609.0,130.05827216017818,1664.95,0.0,0,0,2
"Active: 10-14:1.0F, 18-29:1.0F, 30-49:1.0F",False,3625.1332678999997,16152.2980233,2695.63,2695.63,4248.5,4248.5,157.6069416054874,2537.06,0.0,0,0,2
"Active: 0-4:1.0M+2.0F, 5-9:1.0M+1.0F, 18-29:1.0F, 30-49:1.0M",False,2542.1409580399995,24740.0477275,5311.98,5311.98,5002.5,5002.5,94.17392384760485,2219.93,0.0,0,0,2
"Active: 0-4:1.0M, 5-9:2.0F, 10-14:1.0F, 30-49:1.0M+1.0F",False,5398.790392339999,22305.9147665,4915.56,4915.56,5571.0,5571.0,113.33398432731978,3567.74,0.0,0,0,2
"Active: 0-4:2.0M, 5-9:2.0F, 18-29:1.0M+1.0F",False,4031.53731944,19238.6898966,4677.71,4677.71,4643.0,4643.0,99.2579702461247,2537.06,0.0,0,0,2
"Active: 0-4:2.0M, 5-9:1.0F, 30-49:1.0F",False,1863.4876885800002,14671.1635251,2695.63,2695.63,4205.5,4205.5,156.01176719356883,1585.66,0.0,0,0,2
"Active: 18-29:2.0F, 30-49:1.0M+1.0F",False,4660.6172926,21907.444670000004,3964.16,3964.16,5499.0,5499.0,138.71791249596384,3171.33,0.0,0,0,2
"Active: 5-9:1.0M, 10-14:1.0F, 30-49:1.0F",False,4614.975514400001,15388.060723100001,2537.06,2537.06,4906.5,4906.5,193.39314009128677,3012.76,0.0,0,0,2
"Active: 10-14:1.0F, 15-17:2.0M, 30-49:1.0M+1.0F",False,1073.5137326000004,20584.933461200002,5470.54,5470.54,3095.5,3095.5,56.584907522840524,1506.38,0.0,0,0,2
"Active: 5-9:1.0F, 10-14:1.0M, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",False,1013.6065855000002,25170.225555700003,6025.52,6025.52,5792.0,5792.0,96.12448386197373,1506.38,0.0,0,0,2
"Active: 5-9:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F",False,4380.1594362000005,20807.742603600003,3805.59,3805.59,4072.5,4072.5,107.01362994962673,3012.76,0.0,0,0,2
"Active: 0-4:1.0M, 30-49:1.0F",False,6722.12589584,10580.4211922,1427.1,1427.1,6873.5,6873.5,481.6410903230327,3884.88,0.0,0,0,2
"Active: 10-14:1.0F, 18-29:2.0M, 30-49:1.0F, 50+:1.0M",False,1326.4912915200002,22279.4281279,5232.69,5232.69,3792.0,3792.0,72.4675071521531,1506.38,0.0,0,0,2
"Active: 0-4:1.0M+1.0F, 5-9:1.0M+1.0F, 18-29:1.0F, 30-49:1.0M",False,2926.7191953399997,22134.450735,4756.99,4756.99,3440.0,3440.0,72.31463593574928,2219.93,0.0,0,0,2
"Active: 5-9:1.0F, 50+:1.0M+1.0F",False,1642.3539814000003,13678.1473998,2695.63,2695.63,2413.5,2413.5,89.53380100384697,1506.38,0.0,0,0,2
"Active: 15-17:1.0M, 18-29:1.0M+1.0F, 30-49:1.0F",False,1401.8187189600003,19103.392997299998,4281.29,4281.29,2505.5,2505.5,58.522080961579334,1506.38,0.0,0,0,2
"Active: 18-29:3.0M, 30-49:1.0M, 50+:1.0M+1.0F",False,4497.13280508,26093.5149466,6739.07,6739.07,4293.0,4293.0,63.703151918588176,3012.76,0.0,0,0,2
"Active: 18-29:1.0M+1.0F, 30-49:1.0F, 50+:1.0M+1.0F",False,685.6973334600002,25031.020521700004,4994.84,4994.84,4901.0,4901.0,98.12126114149802,1506.38,0.0,0,0,2
"Active: 10-14:1.0M, 15-17:1.0F, 30-49:1.0F, 50+:1.0M",False,2973.167011,19540.7861177,3964.16,3964.16,4822.5,4822.5,121.65250645786246,2378.5,0.0,0,0,2
"Active: 10-14:1.0M+1.0F, 50+:1.0M+1.0F",False,1787.2002375000002,17325.187888200002,3884.88,3884.88,2595.0,2595.0,66.797430036449,1664.95,0.0,0,0,2
"Active: 0-4:1.0M, 5-9:1.0M, 10-14:2.0M+2.0F, 30-49:1.0M+1.0F",False,1364.8249300399998,30388.8227977,7214.77,7214.77,4163.0,4163.0,57.70107709601275,1744.23,0.0,0,0,2
"Active: 0-4:1.0F, 30-49:1.0M+1.0F, 50+:1.0F",False,590.4039518999998,20316.878048,3488.46,3488.46,4073.0,4073.0,116.75639107227833,1347.81,0.0,0,0,2
"Active: 18-29:1.0M+1.0F, 30-49:1.0M, 50+:1.0M+1.0F",False,1467.2376799600002,23528.006853600004,5311.98,5311.98,4154.5,4154.5,78.21000832081447,1585.66,0.0,0,0,2
"Active: 5-9:1.0M, 15-17:1.0M, 30-49:1.0M+1.0F",False,3247.4746723000007,19032.6687093,4122.73,4122.73,6673.0,6673.0,161.8587683403958,2457.78,0.0,0,0,2
"Active: 0-4:1.0F, 5-9:2.0M, 10-14:1.0M, 30-49:1.0M+1.0F",False,3114.6206693999998,26045.464023300003,5232.69,5232.69,5333.5,5333.5,101.92654256223857,2616.35,0.0,0,0,2
"Active: 5-9:1.0M, 10-14:1.0F, 30-49:1.0F, 50+:1.0M",False,4836.2584129,18949.6827347,3647.03,3647.03,5783.0,5783.0,158.56738222608533,3329.89,0.0,0,0,2
"Active: 15-17:1.0F, 18-29:1.0F, 30-49:1.0F",False,3066.872944,17369.8976117,2774.91,2774.91,4041.0,4041.0,145.6263446382045,2299.21,0.0,0,0,2
"Active: 0-4:2.0M+1.0F, 5-9:1.0M, 18-29:1.0F, 30-49:1.0M",False,2043.6869108800001,21600.3478979,4598.43,4598.43,5691.0,5691.0,123.759631004495,1744.23,0.0,0,0,2
"Active: 0-4:1.0F, 30-49:1.0F, 50+:1.0M",False,4117.6858028999995,14969.3204484,2537.06,2537.06,3084.0,3084.0,121.55802385438264,2933.48,0.0,0,0,2
"Active: 5-9:1.0M, 30-49:1.0M",False,8141.8296873,10986.4809428,1982.08,1982.08,6699.5,6699.5,338.00351146270583,4360.58,0.0,0,0,2
"Active: 0-4:1.0M+2.0F, 18-29:1.0F, 30-49:1.0M",False,10092.49572034,18740.231975900002,3805.59,3805.59,5898.5,5898.5,154.99567741138694,5787.67,0.0,0,0,2
"Active: 0-4:1.0F, 5-9:1.0M+2.0F, 30-49:1.0M+1.0F",False,1262.1894263999998,23922.019065499997,4836.28,4836.28,2738.5,2738.5,56.62409951450289,1664.95,0.0,0,0,2
"Active: 18-29:2.0M+1.0F, 50+:1.0F",False,5464.26107462,19272.871829800002,4202.01,4202.01,3682.0,3682.0,87.6247319735079,3329.89,0.0,0,0,2
"Active: 10-14:2.0F, 30-49:1.0M+1.0F",False,2602.2777346000003,18801.3159608,3805.59,3805.59,10120.0,10120.0,265.92460039047825,2061.36,0.0,0,0,2
"Active: 18-29:2.0M, 30-49:1.0F",False,203.48221941999986,15819.2400041,3250.61,3250.61,2570.0,2570.0,79.06208373197646,634.27,0.0,0,0,2
"Active: 5-9:1.0M, 10-14:1.0M+1.0F, 30-49:1.0F",False,3376.6726355000005,18448.957684300003,3567.74,3567.74,5111.0,5111.0,143.25595475006588,2457.78,0.0,0,0,2
"Active: 0-4:1.0M, 5-9:2.0F, 10-14:2.0M, 30-49:1.0M+1.0F",False,2496.15846094,25529.142576700004,6104.81,6104.81,4623.0,4623.0,75.72717250823531,2140.65,0.0,0,0,2
"Active: 0-4:1.0M, 5-9:2.0M, 18-29:1.0F, 30-49:1.0M",False,53.668593139999984,20903.824324100002,4281.29,4281.29,5166.5,5166.5,120.67624477669115,634.27,0.0,0,0,2
"Active: 10-14:1.0F, 30-49:1.0F, 50+:1.0M",False,8258.1902138,15262.2895681,2854.2,2854.2,9198.0,9198.0,322.2619297876813,4915.56,0.0,0,0,2
"Active: 10-14:1.0M, 15-17:1.0M, 30-49:1.0F, 50+:1.0M",False,6438.902247099999,17765.712223399998,4281.29,4281.29,4584.5,4584.5,107.08221120269825,4122.73,0.0,0,0,2
"Active: 0-4:1.0M, 30-49:1.0F, 50+:1.0F",False,-395.75730236000004,15287.5185113,2299.21,2299.21,2816.0,2816.0,122.47685074438613,634.27,0.0,0,0,2
"Active: 18-29:1.0F, 50+:1.0M+2.0F",False,2169.4796972,20524.452600700002,3805.59,3805.59,5224.5,5224.5,137.28488880830568,2140.65,0.0,0,0,2
"Active: 0-4:1.0F, 5-9:1.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",False,4353.2474834,23881.6663873,5232.69,5232.69,4734.0,4734.0,90.4697201630519,3171.33,0.0,0,0,2
"Active: 5-9:1.0M, 10-14:1.0M, 15-17:1.0M, 30-49:1.0M+1.0F",False,3277.6917934,22093.5656705,5153.41,5153.41,3333.5,3333.5,64.68532486256673,2537.06,0.0,0,0,2
"Active: 0-4:1.0M, 5-9:1.0F, 10-14:1.0M, 30-49:1.0M+1.0F",False,3740.18430124,20155.823030500003,4360.58,4360.58,3983.5,3983.5,91.35252649876851,2616.35,0.0,0,0,2
"Active: 0-4:2.0F, 5-9:2.0M+1.0F, 30-49:1.0M+1.0F",False,474.1623496000002,27902.5866396,5470.54,5470.54,2289.0,2289.0,41.84230441601743,1506.38,0.0,0,0,2
"Active: 0-4:1.0M, 10-14:1.0M, 15-17:1.0F, 30-49:1.0M+1.0F",False,6784.99311234,21959.566146099998,4598.43,4598.43,5561.5,5561.5,120.94345243920208,4202.01,0.0,0,0,2
"Active: 10-14:2.0F, 30-49:1.0F, 50+:1.0M",False,2341.5563874000004,18160.855680300003,3726.31,3726.31,5000.5,5000.5,134.19441753369955,2061.36,0.0,0,0,2
"Active: 5-9:1.0F, 10-14:2.0F, 30-49:1.0M+1.0F",False,2596.5747732,21113.7385458,4519.14,4519.14,2377.0,2377.0,52.59850325504409,2140.65,0.0,0,0,2
"Active: 0-4:2.0F, 5-9:1.0F, 18-29:1.0F, 30-49:1.0M",False,1937.2480048,19274.334813,3964.16,3964.16,4180.0,4180.0,105.44478527607365,1744.23,0.0,0,0,2
Active: 30-49:2.0M,False,2531.7657339,11501.1700683,2378.5,2378.5,2673.5,2673.5,112.40277485810384,1506.38,0.0,0,0,2
"Active: 5-9:1.0F, 15-17:1.0F, 30-49:1.0M+1.0F",False,4149.3482757,19432.772021999997,3726.31,3726.31,4344.5,4344.5,116.58987040799076,2854.2,0.0,0,0,2
"Active: 5-9:1.0M+1.0F, 10-14:2.0F, 30-49:1.0M+1.0F",False,4248.7829723,24801.131712399998,5311.98,5311.98,3822.0,3822.0,71.95057210305762,3092.05,0.0,0,0,2
"Active: 0-4:2.0M, 5-9:2.0F, 18-29:1.0F, 30-49:1.0M",False,4411.65102628,19932.202908799998,4677.71,4677.71,2849.5,2849.5,60.91655959860701,2774.91,0.0,0,0,2
"Active: 10-14:2.0F, 18-29:1.0M, 30-49:1.0F, 50+:1.0M",False,5931.92692626,21669.424960199998,4915.56,4915.56,5673.5,5673.5,115.41919944014516,3884.88,0.0,0,0,2
"Active: 10-14:2.0M+2.0F, 30-49:1.0M+1.0F",False,3931.2719767999997,24923.1098832,5866.96,5866.96,3920.0,3920.0,66.814841076128,2854.2,0.0,0,0,2
"Active: 0-4:2.0M+1.0F, 5-9:2.0F, 18-29:1.0F, 30-49:1.0M",False,-254.20721101999993,22537.7999013,5232.69,5232.69,5036.0,5036.0,96.24113027907254,634.27,0.0,0,0,2
"Active: 15-17:1.0F, 50+:1.0M+1.0F",False,1515.8427925000003,15481.8905154,2933.48,2933.48,4977.5,4977.5,169.67901604919751,1506.38,0.0,0,0,2
"Active: 18-29:1.0M, 30-49:1.0M+1.0F, 50+:1.0M+1.0F",False,822.4756265599999,24781.472347000003,5232.69,5232.69,3237.0,3237.0,61.86110776675095,1506.38,0.0,0,0,2
"Active: 0-4:1.0M+1.0F, 5-9:1.0M+2.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",False,671.1174752400002,31659.8018868,7294.06,7294.06,3562.0,3562.0,48.83425691590143,1585.66,0.0,0,0,2
"Active: 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",False,3843.2924258,19796.906009500002,4281.29,4281.29,3838.5,3838.5,89.6575564841438,2774.91,0.0,0,0,2
"Active: 5-9:1.0F, 18-29:1.0F, 30-49:1.0M",False,2230.7044794000003,14063.140828,2854.2,2854.2,1919.0,1919.0,67.2342512788172,1506.38,0.0,0,0,2
"Active: 5-9:3.0F, 30-49:1.0M+1.0F",False,3477.2965032,19941.451491400003,4202.01,4202.01,6799.0,6799.0,161.80351784027167,2537.06,0.0,0,0,2
"Active: 10-14:2.0F, 18-29:1.0M+1.0F, 30-49:1.0F, 50+:1.0M",False,4374.35287886,26121.055427,5866.96,5866.96,4476.5,4476.5,76.30016226461404,3250.61,0.0,0,0,2
"Active: 5-9:1.0F, 18-29:2.0M, 30-49:1.0F, 50+:1.0M",False,3748.94215652,21693.284600699997,5074.13,5074.13,8880.5,8880.5,175.01522428475423,2695.63,0.0,0,0,2
"Active: 10-14:1.0M, 15-17:1.0M, 30-49:1.0M+1.0F",False,5906.7835943,18406.1725039,4360.58,4360.58,3840.5,3840.5,88.0731462328406,3726.31,0.0,0,0,2
"Active: 0-4:1.0M+1.0F, 5-9:1.0M+1.0F, 10-14:1.0M+1.0F, 30-49:1.0M+1.0F",False,835.40043664,29347.3793018,6580.51,6580.51,5272.0,5272.0,80.11537099708077,1585.66,0.0,0,0,2
"Active: 15-17:1.0M, 30-49:1.0F, 50+:1.0M",False,3554.4851259999996,14704.8152622,3250.61,3250.61,12085.0,12085.0,371.7763742805197,2616.35,0.0,0,0,2
"Active: 0-4:1.0M, 5-9:3.0M, 30-49:1.0M+1.0F",False,4073.85473884,25844.6829841,4994.84,4994.84,4576.5,4576.5,91.62455654235171,3012.76,0.0,0,0,2
"Active: 0-4:1.0M+1.0F, 5-9:2.0M, 30-49:1.0M+1.0F",False,4415.5683024400005,24762.886810000004,4756.99,4756.99,6085.5,6085.5,127.9275340078495,3250.61,0.0,0,0,2
"Active: 10-14:1.0M, 15-17:1.0F, 30-49:1.0F, 50+:1.0M+1.0F",False,2832.2038128,24247.883436800003,4836.28,4836.28,2672.5,2672.5,55.259414260547366,2616.35,0.0,0,0,2
"Active: 10-14:1.0F, 15-17:1.0F, 18-29:1.0F, 30-49:1.0M+1.0F",False,1120.7233633000003,24470.546016,4836.28,4836.28,1629.0,1629.0,33.682913313538506,1506.38,0.0,0,0,2
"Active: 5-9:2.0M, 10-14:1.0F, 30-49:1.0M+1.0F",False,5163.527959200001,23277.536181800002,4519.14,4519.14,8276.5,8276.5,183.1432529198033,3488.46,0.0,0,0,2
Active: 30-49:2.0F,False,3981.4450408999996,14507.1974045,1744.23,1744.23,4209.5,4209.5,241.33858493432632,2854.2,0.0,0,0,2
"Active: 0-4:1.0M, 5-9:1.0M+2.0F, 30-49:1.0M+1.0F",False,4087.9124178399998,23094.741820900002,4836.28,4836.28,6202.5,6202.5,128.2493982978653,2933.48,0.0,0,0,2
"Active: 10-14:1.0F, 15-17:1.0M, 18-29:1.0F, 30-49:1.0M+1.0F",False,1097.9985994000003,22695.472121700004,5153.41,5153.41,3121.5,3121.5,60.5715438903561,1506.38,0.0,0,0,2
"Active: 0-4:1.0F, 5-9:2.0M, 18-29:1.0F, 30-49:1.0M",False,2619.1856017,21731.101568700004,4281.29,4281.29,4272.0,4272.0,99.78300932662818,2061.36,0.0,0,0,2
"Active: 0-4:1.0M+1.0F, 5-9:1.0M+2.0F, 30-49:1.0M+1.0F",False,3227.63418054,25700.338813399998,5391.26,5391.26,4063.5,4063.5,75.37199096315148,2695.63,0.0,0,0,2
"Active: 0-4:1.0M, 18-29:1.0F, 30-49:1.0F",False,1676.0918484400001,15032.051659,2378.5,2378.5,4624.5,4624.5,194.4292621400042,1506.38,0.0,0,0,2
"Active: 15-17:1.0M, 50+:1.0M+2.0F",False,1986.4148304,18413.9139402,4122.73,4122.73,4164.0,4164.0,101.00103572147583,2061.36,0.0,0,0,2
"Active: 10-14:1.0F, 15-17:1.0M, 18-29:1.0M+1.0F, 30-49:1.0M+1.0F",False,2309.86913826,26204.0414016,6342.66,6342.66,3839.0,3839.0,60.52665600867775,2140.65,0.0,0,0,2
"Active: 15-17:1.0M, 18-29:1.0F, 50+:1.0F",False,1617.0610827000003,14596.825076300001,3092.05,3092.05,3054.5,3054.5,98.78559531702268,1506.38,0.0,0,0,2
