misparmb,c3,FoodNorm-active,FoodNorm-sendetary,food_actual,0 -4 min1,0 -4 min2,5 - 9 min1,5 - 9 min2,10-14 min1,10-14 min2,15 - 17 min1,15 - 17 min2,18 -29 min1,18 -29 min2,30 - 49 min1,30 - 49 min2,50+ min1,50+ min2
60095,12363,"1,982.08","2,616.35","2,234.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
29330,12368,"2,061.36","2,616.35","4,710.00",0,0,0,0,0,0,0,0,0,0,1,1,0,0
4150,12369,"4,360.58","2,616.35",309.00,0,0,0,0,0,0,0,0,0,0,2,0,1,1
4382,12369,"2,933.48","2,616.35","2,199.00",0,0,0,0,0,1,0,0,0,0,1,1,0,0
158,12376,"2,378.50","2,616.35","1,105.00",0,0,0,0,0,0,0,0,2,0,0,0,0,0
55558,12376,"5,391.26","2,616.35","2,886.00",0,0,0,0,2,0,1,0,0,0,1,1,0,0
27375,12377,"2,774.91",951.40,"6,205.00",0,0,0,1,0,0,0,0,1,0,0,1,0,0
50757,12378,"4,281.29","2,537.06","2,367.00",0,0,1,2,0,0,0,0,0,0,1,1,0,0
87619,12380,"6,025.52","2,537.06","4,429.00",0,0,0,1,1,0,1,1,0,0,1,1,0,0
17467,12381,"1,982.08","2,537.06","5,048.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
83444,12382,"1,982.08","3,092.05","3,413.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
40501,12388,"1,982.08","3,092.05","1,340.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
65037,12389,"5,232.69","3,092.05","2,619.00",0,0,0,1,0,0,1,0,1,0,1,1,0,0
29900,12406,"2,140.65","3,092.05","6,214.00",0,0,0,0,0,0,0,0,0,1,1,0,0,0
67942,12407,"1,744.23","1,189.25",163.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1
67264,12408,"6,659.79","1,189.25","1,954.00",2,0,0,1,1,2,0,0,0,0,1,1,0,0
89375,12410,"4,202.01",634.27,"1,941.00",0,0,0,0,0,0,1,1,0,0,0,0,1,1
83543,12415,"3,171.33",634.27,751.00,0,0,0,0,0,0,0,0,1,0,0,0,1,1
74484,12423,"6,818.36","3,488.46","5,044.00",0,0,1,0,0,1,0,1,2,1,0,0,0,1
54429,12425,"3,250.61","3,488.46","1,269.00",2,0,0,0,0,0,0,0,1,1,0,0,0,0
64956,12425,"2,695.63","3,488.46","5,932.00",0,1,0,0,0,0,0,0,1,1,0,0,0,0
79061,12429,"2,933.48","3,488.46","4,303.00",0,0,0,0,0,0,0,1,0,0,0,1,1,0
65284,12432,"4,598.43","3,488.46","5,924.00",1,2,1,0,0,0,0,0,0,1,1,0,0,0
83,12434,"1,982.08","3,488.46",597.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34058,12434,"2,933.48","2,537.06","1,812.00",0,0,0,0,0,0,0,0,0,1,0,0,1,1
56242,12434,"2,774.91","2,537.06","1,587.00",0,0,0,1,0,0,0,0,0,0,1,1,0,0
65524,12434,"3,488.46","2,537.06","7,734.00",0,1,1,0,0,0,0,0,1,1,0,0,0,0
8318,12436,"11,258.22","2,537.06","3,269.00",2,0,0,0,2,1,0,0,2,3,0,0,1,1
56382,12440,872.12,"1,268.53","3,351.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
6932,12444,872.12,"1,268.53","3,338.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
71233,12447,"3,329.89","1,506.38","1,618.00",1,0,0,1,0,0,0,0,0,0,1,1,0,0
49320,12449,"3,171.33","1,506.38","5,648.00",1,1,0,0,0,0,0,0,0,0,1,1,0,0
4218,12450,"1,982.08","1,506.38",0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1
27698,12452,"5,311.98","1,506.38","2,259.00",0,0,0,0,0,0,0,1,2,0,0,0,1,1
81786,12452,"2,140.65","3,884.88",916.00,0,0,0,0,0,0,0,0,1,1,0,0,0,0
47928,12455,"6,104.81","3,884.88","3,108.00",0,0,0,0,1,2,1,0,0,0,1,1,0,0
17178,12456,"3,250.61","3,884.88","3,555.00",0,0,0,0,0,0,0,0,2,0,0,0,0,1
85654,12457,"2,933.48","3,884.88","1,713.00",0,0,0,0,0,0,0,1,0,0,0,1,1,0
88591,12457,"6,421.94","3,884.88","3,025.00",0,0,0,0,1,0,0,0,2,1,1,1,0,0
28910,12460,"1,982.08","3,884.88","3,061.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
32490,12461,"2,061.36",634.27,"3,404.00",0,0,0,0,0,0,0,0,0,0,1,1,0,0
11023,12464,"2,061.36",792.83,"3,636.00",0,0,0,0,0,0,0,0,1,0,0,0,0,1
61754,12468,"2,140.65",951.40,318.00,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1404,12469,"4,519.14",713.55,258.00,0,0,0,0,0,0,1,0,1,0,1,1,0,0
30460,12471,"2,616.35",713.55,"6,124.00",0,1,0,0,0,0,0,0,0,0,1,1,0,0
63305,12471,"5,946.24",951.40,"1,908.00",1,0,2,1,1,0,0,0,0,0,1,1,0,0
50633,12474,"2,695.63","1,902.80","4,916.00",0,0,0,1,0,0,0,0,0,0,0,1,1,0
14589,12475,"3,805.59","1,902.80","1,153.00",1,2,0,0,0,0,0,0,0,1,1,0,0,0
232,12476,"2,933.48",951.40,"5,089.00",0,0,0,0,0,0,0,0,0,1,0,0,1,1
16865,12477,"1,982.08","1,506.38","1,750.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
89151,12477,"3,250.61","1,506.38","3,503.00",0,2,0,0,0,0,0,0,0,1,1,0,0,0
55889,12480,872.12,"1,506.38","2,375.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
76455,12482,"2,061.36","1,506.38","2,154.00",0,0,0,0,0,0,0,0,1,0,0,0,0,1
323,12483,"2,140.65","2,219.93","4,338.00",0,0,0,0,0,0,0,0,1,1,0,0,0,0
7690,12483,"1,823.51","2,219.93",87.00,0,0,0,0,0,0,0,0,0,1,0,1,0,0
49395,12483,"6,976.92","2,219.93","10,698.00",0,0,1,0,1,0,0,0,1,2,1,1,0,0
34025,12484,"5,470.54","3,964.16",831.00,0,2,2,1,0,0,0,0,0,0,1,1,0,0
13169,12496,"1,189.25","3,964.16","2,067.00",0,0,0,0,0,0,0,0,0,0,1,0,0,0
25643,12497,872.12,"3,964.16","1,319.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
14852,12504,"6,025.52","3,964.16","4,178.00",0,0,0,0,0,0,0,1,1,2,0,0,1,1
43281,12505,"1,982.08","3,964.16","1,936.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
63164,12505,"3,092.05","1,664.95",538.00,0,0,0,0,0,0,1,1,0,0,0,0,0,1
1792,12511,"4,360.58","1,664.95","2,044.00",0,0,0,0,0,0,0,0,1,0,1,0,1,1
85530,12512,"4,202.01",951.40,"7,012.00",1,0,1,1,0,0,0,0,0,1,1,0,0,0
41962,12513,"1,823.51","3,409.18","1,389.00",0,0,0,0,0,0,0,0,0,1,0,0,0,1
61697,12513,"2,140.65","3,409.18","2,770.00",0,0,0,0,0,0,0,0,1,1,0,0,0,0
2162,12517,872.12,"3,409.18","3,639.00",0,0,0,0,0,0,0,0,0,0,0,1,0,0
52910,12517,"5,232.69","3,409.18","3,206.00",0,0,0,0,0,0,0,0,2,0,0,0,1,2
54502,12519,"4,360.58",634.27,"6,249.00",0,0,0,0,0,0,0,0,1,0,1,0,1,1
66563,12519,"1,982.08","1,506.38","1,066.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
2394,12521,"5,311.98","1,506.38","2,849.00",0,0,1,1,0,2,0,0,0,0,1,1,0,0
20909,12522,"1,982.08","2,457.78","2,077.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
72199,12524,"8,483.30","2,457.78","2,885.00",0,2,1,1,1,1,0,1,0,1,1,1,0,0
42754,12525,"2,140.65","2,457.78","2,856.00",0,0,0,0,0,0,0,0,1,1,0,0,0,0
32326,12531,"7,769.75","1,506.38",867.00,0,0,0,0,0,2,0,1,1,2,0,1,1,0
42085,12535,"3,012.76","1,506.38","4,764.00",0,0,0,0,0,0,0,0,0,1,1,1,0,0
38695,12536,"1,982.08","1,664.95","3,204.00",0,0,0,0,0,0,0,0,0,0,0,1,1,0
7807,12541,"2,299.21","1,664.95","2,064.00",0,0,0,0,0,0,0,0,0,0,1,0,1,0
56622,12542,"4,360.58","6,976.92","3,787.00",0,0,0,0,0,0,0,0,2,0,0,1,1,0
23580,12545,"4,360.58","6,976.92","2,305.00",0,0,0,0,0,0,0,0,1,0,1,0,1,1
64634,12546,"1,982.08","6,976.92","2,868.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
57745,12548,"1,982.08","6,976.92","1,652.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
65649,12548,"4,043.44","6,976.92","4,056.00",0,0,0,0,1,0,0,0,1,1,0,1,0,0
37325,12553,872.12,"6,976.92","2,188.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
40550,12555,"1,982.08","6,976.92","5,954.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
89052,12556,"1,982.08","6,976.92","4,709.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
20602,12557,"2,140.65","6,976.92","2,608.00",0,0,0,0,0,0,0,0,1,1,0,0,0,0
26732,12564,"1,982.08","6,976.92","4,517.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
81018,12564,"7,452.62","4,836.28","4,857.00",0,0,1,0,0,0,1,1,2,0,1,1,0,0
29132,12567,"4,360.58","4,836.28","6,947.00",0,0,0,1,0,1,0,1,0,1,0,1,0,0
35451,12568,"1,189.25","4,836.28","9,943.00",0,0,0,0,0,0,0,0,1,0,0,0,0,0
37077,12574,"6,184.09","4,836.28","1,344.00",0,0,0,0,1,0,0,2,1,0,1,1,0,0
55731,12575,"1,902.80","4,836.28",494.00,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2444,12580,"7,690.47","4,836.28",48.00,0,1,1,2,1,1,0,1,0,0,1,1,0,0
40147,12584,"2,616.35","4,836.28","3,725.00",0,1,0,0,0,0,0,0,0,0,1,1,0,0
22822,12587,"3,171.33","4,836.28","1,026.00",0,0,0,0,0,0,0,0,1,0,0,0,1,1
15297,12589,"2,774.91","4,043.44","2,075.00",0,0,0,1,0,0,0,0,0,0,1,1,0,0
61812,12591,"1,982.08","4,043.44","2,478.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
72587,12594,"4,043.44","4,043.44","3,178.00",0,0,0,0,1,0,0,1,0,0,1,1,0,0
82982,12594,"4,756.99","4,043.44","5,894.00",0,0,1,0,1,1,0,0,0,0,1,1,0,0
34355,12595,"5,629.11","4,043.44",335.00,0,0,0,0,0,0,1,0,2,0,0,1,1,0
56754,12602,"4,122.73","4,043.44",475.00,1,0,1,1,0,0,0,0,0,0,1,1,0,0
55392,12603,"1,982.08","4,043.44","1,011.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
76588,12604,"1,982.08","1,982.08","3,125.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
9274,12607,"3,171.33","1,982.08","3,848.00",0,0,0,0,0,0,0,0,1,0,0,0,1,1
32383,12607,"1,902.80","1,982.08","3,370.00",0,0,0,0,1,0,0,0,0,0,0,0,0,1
35147,12613,"1,982.08","2,854.20","1,527.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
25569,12615,"5,074.13","2,854.20","3,910.00",0,0,0,0,0,1,0,1,1,0,1,1,0,0
40220,12616,"4,043.44","2,854.20","2,448.00",0,1,0,2,0,0,0,0,0,0,1,1,0,0
67686,12616,"1,982.08","2,854.20","2,440.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
72413,12617,"5,946.24","2,616.35","2,695.00",1,1,1,0,1,0,0,1,0,0,1,1,0,0
57463,12621,"1,982.08","2,616.35","1,532.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
6130,12624,"1,189.25","2,616.35","2,079.00",0,0,0,0,0,0,0,0,1,0,0,0,0,0
43984,12624,"1,982.08","2,616.35",985.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1
75,12627,"3,805.59","1,506.38","1,490.00",0,0,0,1,1,0,0,0,0,0,1,1,0,0
31625,12628,"1,189.25","1,506.38","1,885.00",0,0,0,0,0,0,0,0,1,0,0,0,0,0
39438,12632,"4,677.71","2,140.65","2,501.00",2,0,0,2,0,0,0,0,0,1,1,0,0,0
52993,12632,"3,250.61","2,140.65","2,062.00",0,0,0,0,0,0,0,0,2,0,0,1,0,0
42200,12634,"3,250.61","2,140.65","5,624.00",0,0,1,1,0,1,0,0,0,0,0,1,0,0
65482,12642,"4,677.71","1,506.38","1,473.00",0,0,1,0,0,0,0,0,0,2,0,1,1,0
28886,12643,"5,153.41","1,506.38","1,565.00",0,0,0,0,1,1,0,0,1,0,1,1,0,0
77230,12643,"5,074.13","1,506.38","3,348.00",0,0,0,0,2,0,0,1,0,0,1,1,0,0
88385,12644,"11,892.48","1,506.38","7,162.00",0,0,1,0,2,1,0,1,2,3,0,0,1,1
30379,12647,"6,263.37","2,457.78",871.00,1,1,1,2,0,1,0,0,0,0,1,1,0,0
81638,12651,"4,439.86","2,457.78",843.00,0,0,0,0,0,0,1,0,1,0,0,1,1,0
61549,12653,"4,122.73","2,457.78","1,185.00",0,0,0,0,0,0,0,0,0,1,1,0,1,1
84475,12655,"1,982.08","2,457.78","1,555.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
63941,12659,"4,915.56","1,982.08","4,960.00",0,0,0,0,0,2,0,0,1,0,0,1,1,0
44909,12660,"4,122.73","1,982.08","1,608.00",0,1,1,1,0,0,0,0,0,0,1,1,0,0
68940,12663,872.12,"1,982.08","9,391.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
50120,12670,"1,744.23","1,585.66",918.00,0,0,0,0,0,0,0,0,0,0,0,0,0,2
44750,12677,"1,982.08","1,585.66",610.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1
84723,12679,"1,585.66","2,616.35","2,161.00",0,0,0,1,0,0,0,0,0,0,0,1,0,0
65862,12682,"6,025.52","2,616.35",686.00,0,0,1,0,1,0,0,1,1,0,1,1,0,0
34942,12686,"2,933.48","2,616.35","5,930.00",0,0,0,0,0,0,0,1,0,0,0,1,1,0
39040,12686,"6,897.64","2,616.35","1,401.00",1,0,2,0,0,2,0,1,0,0,1,1,0,0
22814,12689,"2,933.48","1,506.38","1,128.00",0,0,0,0,0,0,0,1,0,0,0,0,1,1
84541,12689,"5,311.98","1,506.38",261.00,0,0,1,1,0,2,0,0,0,0,1,1,0,0
11098,12691,"1,109.96","3,250.61","4,622.00",0,0,0,0,0,0,0,0,0,0,0,0,1,0
20438,12694,"2,854.20","3,250.61","3,665.00",0,0,0,0,0,1,0,0,0,0,0,0,1,1
31849,12694,"2,933.48","3,250.61","6,426.00",0,0,0,0,0,0,0,0,0,1,0,0,1,1
56077,12694,"1,982.08","3,250.61","2,976.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
75689,12694,"4,677.71","2,616.35","3,945.00",1,1,0,2,0,0,0,0,0,1,1,0,0,0
76026,12695,"2,695.63","2,616.35","3,947.00",1,0,0,0,0,0,0,0,0,1,1,0,0,0
80218,12696,"1,109.96","2,616.35","1,878.00",0,0,0,0,0,0,0,0,0,0,0,0,1,0
85027,12698,872.12,"1,664.95","2,590.00",0,0,0,0,0,0,0,0,0,0,0,1,0,0
703,12700,"1,109.96","1,664.95","2,669.00",0,0,0,0,0,0,0,0,0,0,0,0,1,0
6551,12704,"2,933.48","2,140.65","1,462.00",0,0,0,0,0,0,0,1,0,0,0,0,1,1
17442,12706,"4,756.99","2,140.65","3,622.00",0,0,0,1,1,0,0,1,0,0,1,1,0,0
73205,12706,"2,933.48","2,140.65","2,833.00",0,0,0,0,0,0,0,0,0,1,0,0,1,1
29637,12708,"1,982.08","2,933.48","1,714.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
33829,12708,"4,202.01","2,933.48",0.00,0,0,0,0,0,0,1,0,0,1,0,0,1,1
49023,12710,"3,488.46","2,933.48","1,072.00",1,0,1,0,0,0,0,0,0,1,1,0,0,0
23523,12714,"3,329.89","2,933.48","4,049.00",1,0,0,1,0,0,0,0,0,0,1,1,0,0
56820,12715,"6,501.22","2,378.50","11,203.00",3,1,1,2,0,0,0,0,0,0,1,1,0,0
63081,12715,"6,501.22","2,378.50","3,529.00",1,1,2,0,0,2,0,0,0,0,1,1,0,0
61333,12718,"4,043.44","2,378.50","2,252.00",0,1,0,2,0,0,0,0,0,0,1,1,0,0
69872,12718,"1,982.08",951.40,707.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22046,12723,"1,982.08","3,012.76","2,510.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
52191,12723,"3,250.61","3,012.76","1,267.00",1,1,0,0,0,0,0,0,1,1,0,0,0,0
41640,12728,"4,122.73","3,012.76","2,124.00",0,0,0,0,0,0,0,0,0,1,1,0,1,1
48934,12730,"6,739.07","3,012.76","4,548.00",1,0,1,0,0,1,1,0,1,0,1,1,0,0
83238,12730,872.12,"3,012.76","3,819.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
86439,12731,"2,695.63","2,299.21","1,728.00",1,0,0,0,0,0,0,0,0,1,1,0,0,0
15826,12732,"5,946.24","2,299.21","1,296.00",0,0,0,0,2,1,0,0,0,1,1,1,0,0
45146,12732,"1,585.66","2,299.21",339.00,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29868,12738,"1,744.23","2,299.21","1,911.00",0,0,0,0,0,0,0,0,0,0,0,1,0,1
39495,12738,"1,109.96","2,299.21","8,115.00",0,0,0,0,0,0,0,0,0,0,0,0,1,0
29983,12740,"3,329.89","2,299.21","1,488.00",0,1,0,1,0,0,0,0,0,0,1,1,0,0
37168,12740,"1,982.08","3,488.46","4,210.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
44255,12742,"1,982.08","3,488.46","2,280.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
64923,12743,"3,250.61","3,488.46","3,521.00",0,1,0,1,0,0,0,0,0,0,0,1,1,0
15370,12747,"12,209.61","3,488.46","1,383.00",0,1,1,2,1,2,1,1,2,0,1,1,0,0
58024,12747,"2,140.65","3,488.46","2,451.00",0,0,0,0,0,0,0,0,1,1,0,0,0,0
66050,12748,"3,647.03","3,329.89","8,354.00",0,0,1,0,0,1,0,0,0,0,0,1,1,0
78428,12748,"3,250.61","3,329.89","3,253.00",0,0,0,0,0,0,0,0,1,1,0,0,1,0
19174,12751,"5,311.98","3,329.89","1,808.00",0,0,0,0,0,0,0,0,2,1,0,0,1,1
71035,12752,"4,202.01","3,329.89","2,407.00",0,0,0,0,1,0,0,0,1,0,0,1,1,0
83949,12752,"6,342.66","3,329.89","3,844.00",0,0,3,0,1,1,0,0,0,0,1,1,0,0
48124,12753,"3,171.33","4,043.44",563.00,1,1,0,0,0,0,0,0,0,0,1,1,0,0
63834,12755,"3,329.89","4,043.44",436.00,0,0,0,0,0,0,0,0,2,1,0,0,0,0
72363,12755,"1,189.25","4,043.44","6,671.00",0,0,0,0,0,0,0,0,0,0,1,0,0,0
39750,12758,"3,250.61","4,043.44",930.00,1,1,0,0,0,0,0,0,1,1,0,0,0,0
44065,12759,"3,726.31","4,043.44",674.00,0,0,1,0,0,1,0,0,0,0,1,1,0,0
51268,12759,"3,092.05","2,457.78","1,414.00",0,0,0,0,1,0,0,0,1,0,0,1,0,0
64717,12761,"1,982.08","2,457.78","1,397.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
37226,12762,"3,567.74","2,457.78","6,522.00",0,0,1,0,1,1,0,0,0,0,0,1,0,0
68767,12762,"3,171.33","2,457.78",721.00,0,0,0,0,0,0,0,0,1,0,0,0,1,1
80119,12762,"3,171.33","3,250.61","2,180.00",0,0,0,0,0,0,0,0,1,0,0,0,1,1
75929,12764,872.12,"3,250.61","2,071.00",0,0,0,0,0,0,0,0,0,0,0,1,0,0
13474,12766,"6,421.94","3,250.61","3,415.00",0,0,0,0,0,1,2,0,0,1,1,1,0,0
38935,12775,"1,189.25","3,250.61","3,031.00",0,0,0,0,0,0,0,0,0,0,1,0,0,0
53181,12775,"2,695.63","2,537.06","1,197.00",0,1,0,0,0,0,0,0,1,1,0,0,0,0
90019,12782,"20,851.49","2,537.06","4,659.00",3,1,3,1,0,3,1,1,2,2,3,2,1,0
58982,12785,"4,756.99","2,537.06","4,959.00",0,0,1,0,1,1,0,0,0,0,1,1,0,0
75614,12787,"6,739.07","2,616.35","3,102.00",0,0,0,0,0,0,0,0,4,0,0,0,1,1
23036,12788,"1,982.08","2,616.35","1,001.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
30239,12788,"1,982.08","2,616.35","1,141.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
45906,12793,"1,982.08","2,537.06","3,432.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
3467,12798,872.12,"2,537.06","2,455.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
79889,12800,"1,982.08","2,537.06",978.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1
89573,12804,"3,647.03","2,537.06","2,807.00",0,0,0,1,0,1,0,0,0,0,1,1,0,0
455,12812,"2,061.36","2,061.36","5,019.00",0,0,0,0,0,0,0,0,0,0,1,1,0,0
22418,12815,"2,695.63","2,061.36","1,365.00",0,1,0,0,0,0,0,0,0,1,1,0,0,0
6072,12816,872.12,"2,061.36","4,019.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
11700,12817,"1,585.66","2,854.20","3,789.00",0,0,0,1,0,0,0,0,0,0,0,1,0,0
89847,12820,"2,933.48","2,854.20",435.00,0,0,0,0,0,0,0,0,0,1,0,0,1,1
58156,12824,"4,836.28","2,854.20",0.00,1,0,1,2,0,0,0,0,0,0,1,1,0,0
63735,12827,"1,982.08","2,854.20","1,680.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
5678,12828,"1,109.96","1,506.38","3,188.00",0,0,0,0,0,0,0,0,0,0,0,0,1,0
65110,12832,951.40,"1,506.38",425.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85563,12833,"3,171.33","1,744.23",947.00,0,0,0,0,0,0,0,0,1,0,0,1,1,0
68924,12835,"4,043.44","1,744.23",21.00,0,1,0,2,0,0,0,0,0,0,1,1,0,0
35949,12837,"2,061.36","3,092.05","1,582.00",0,0,0,0,0,0,0,0,0,0,1,1,0,0
80507,12837,"2,140.65","3,092.05","3,266.00",0,0,0,0,0,0,0,0,0,1,1,0,0,0
21451,12843,"5,866.96","3,092.05","4,278.00",0,0,0,0,2,2,0,0,0,0,1,1,0,0
35410,12843,"3,805.59","3,092.05","5,376.00",0,0,0,0,0,1,0,1,0,0,0,0,1,1
72025,12843,"2,140.65","3,805.59","2,003.00",0,0,0,0,0,0,0,0,1,1,0,0,0,0
26153,12849,"3,329.89","3,805.59","2,354.00",1,0,1,0,0,0,0,0,0,0,0,1,1,0
42,12852,"1,982.08","3,805.59","1,516.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
39859,12854,"1,982.08","3,805.59","1,102.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
82933,12859,"2,695.63","3,805.59","2,187.00",0,1,0,0,0,0,0,0,0,1,1,0,0,0
81182,12860,"3,171.33","3,567.74",978.00,0,0,0,0,0,0,0,0,0,0,1,0,1,1
8250,12861,"3,884.88","3,567.74",495.00,1,0,0,0,0,0,0,0,1,1,1,0,0,0
67108,12870,"6,104.81","3,567.74","2,897.00",0,2,0,0,1,0,0,1,0,1,1,1,0,0
52381,12871,"1,982.08","3,567.74","2,890.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
70391,12878,872.12,"3,567.74","3,407.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
3228,12881,"5,470.54","1,506.38","1,245.00",2,0,2,1,0,0,0,0,0,0,1,1,0,0
84350,12885,"2,616.35","1,506.38",783.00,0,0,0,0,0,1,0,0,0,0,0,0,0,2
68270,12889,"3,647.03","3,567.74","3,835.00",0,0,1,1,0,0,0,0,0,1,1,0,0,0
14506,12893,"3,171.33","3,567.74","2,463.00",2,0,0,0,0,0,0,0,0,0,1,1,0,0
81521,12896,"3,012.76","3,567.74","5,228.00",0,0,0,0,0,0,0,0,0,1,1,0,0,1
29652,12900,"2,061.36","3,567.74",797.00,0,0,0,0,0,0,0,0,0,0,1,0,0,1
81950,12904,872.12,"3,567.74","3,615.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
44156,12906,"6,501.22",872.12,228.00,0,0,0,1,0,0,0,1,0,3,0,1,1,0
31435,12912,"3,092.05","2,457.78","3,018.00",0,0,0,0,0,0,0,0,0,0,0,0,2,1
75143,12913,"1,982.08","2,457.78","3,234.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
62398,12915,"3,329.89","2,457.78","2,984.00",0,1,0,1,0,0,0,0,0,0,1,1,0,0
34959,12917,"1,585.66","1,506.38","2,371.00",0,0,0,1,0,0,0,0,0,0,0,1,0,0
10074,12929,"1,982.08","1,506.38",779.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45872,12932,"2,854.20",634.27,"1,855.00",0,0,0,0,0,0,0,0,0,0,0,1,1,1
53041,12932,"1,982.08","2,061.36","3,808.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
19380,12933,"3,171.33","2,061.36","6,069.00",2,0,0,0,0,0,0,0,0,0,1,1,0,0
16949,12938,"3,409.18","2,061.36","1,256.00",0,1,1,0,0,0,0,0,0,0,1,1,0,0
83311,12940,"1,982.08",634.27,567.00,0,0,0,0,0,0,0,0,0,0,0,0,1,1
52811,12942,"6,501.22","2,061.36","1,911.00",1,0,1,0,3,0,0,0,0,0,1,1,0,0
18861,12943,"1,982.08","2,061.36","2,757.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
46300,12944,"2,061.36","2,061.36","4,518.00",0,0,0,0,0,0,0,0,0,0,1,1,0,0
12211,12945,"1,744.23",872.12,"7,667.00",0,0,0,0,0,1,0,0,0,0,0,0,0,1
43042,12945,872.12,"1,506.38","6,350.00",0,0,0,0,0,0,0,0,0,0,0,0,0,1
71787,12946,"3,329.89","1,506.38",942.00,1,0,0,1,0,0,0,0,0,0,1,1,0,0
77081,12947,"2,616.35",951.40,"2,108.00",1,0,0,0,0,0,0,0,0,0,1,1,0,0
69096,12952,"1,982.08","3,805.59","3,119.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
61416,12954,"1,744.23","3,805.59","1,832.00",0,0,0,0,0,1,0,0,0,0,0,1,0,0
70839,12962,"3,805.59","3,805.59",635.00,0,0,0,1,1,0,0,0,0,0,1,1,0,0
56291,12963,"1,189.25","3,805.59",403.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
75218,12967,"3,567.74","3,805.59",736.00,0,0,1,1,0,0,0,0,0,0,1,1,0,0
38885,12968,"4,122.73","3,805.59","5,011.00",0,1,1,1,0,0,0,0,0,0,1,1,0,0
50906,12969,"2,299.21","3,884.88","3,722.00",0,0,0,0,0,0,0,0,0,0,1,0,1,0
55707,12971,951.40,"3,884.88","3,995.00",0,0,0,0,0,0,0,0,0,1,0,0,0,0
36459,12972,"1,109.96","3,884.88","11,272.00",0,0,0,0,0,0,0,0,0,0,0,0,1,0
24398,12973,"5,311.98","3,884.88","1,798.00",2,0,0,0,0,1,1,0,0,0,1,1,0,0
57265,12973,"1,982.08","3,884.88","1,090.00",0,0,0,0,0,0,0,0,0,0,0,0,1,1
16139,12977,"3,250.61","1,664.95",755.00,1,1,0,0,0,0,0,0,1,1,0,0,0,0
