misparmb,c3 - סך כל ההוצאות,F_norm Active cheapest - סך הוצאה נמוכה למספר הסלים,0 -4 min1,0 -4 min2,5 - 9 min1,5 - 9 min2,10-14 min1,10-14 min2,15 - 17 min1,15 - 17 min2,18 -29 min1,18 -29 min2,30 - 49 min1,30 - 49 min2,50+ min1,50+ min2
75788,9981,"3,726.31",0,3,0,0,0,0,0,0,0,0,1,1,0,0
62752,9982,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
30700,9983,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,1,1,0
36731,9983,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
58701,9989,"2,695.63",0,1,0,0,0,0,0,0,1,1,0,0,0,0
61036,9989,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
65623,9990,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
23218,9991,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,1,0,1
86751,9996,"2,695.63",1,0,0,0,0,0,0,0,1,1,0,0,0,0
39073,10001,"2,140.65",0,0,0,0,0,0,0,0,1,1,0,0,0,0
16162,10002,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
26237,10002,"3,884.88",0,2,0,1,0,0,0,0,0,0,1,1,0,0
63248,10006,"4,756.99",0,0,0,0,0,2,0,1,0,0,1,1,0,0
13052,10010,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
13136,10010,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,1,0,0
7377,10018,"1,585.66",0,0,0,1,0,0,0,0,0,0,0,1,0,0
22673,10019,"2,933.48",0,0,0,0,0,0,0,0,0,1,0,0,1,1
11080,10021,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29389,10022,"2,933.48",0,0,0,0,0,1,0,0,0,0,1,1,0,0
24570,10023,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
13763,10026,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
65912,10026,"3,567.74",0,0,0,0,0,0,0,0,3,0,0,0,0,0
27995,10027,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
39446,10027,"4,677.71",0,0,0,1,1,1,0,0,0,0,1,1,0,0
54536,10028,"2,933.48",0,0,0,0,0,0,0,0,0,1,0,0,1,1
54767,10028,"6,263.37",0,0,0,1,1,0,1,0,1,0,1,1,0,0
65151,10032,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
2584,10035,"2,061.36",0,0,0,0,0,0,0,0,1,0,0,0,0,1
50989,10038,"3,567.74",0,0,1,1,0,0,0,0,1,0,0,1,0,0
65573,10039,"5,232.69",0,1,0,1,1,1,0,0,0,0,1,1,0,0
75291,10045,"5,311.98",0,0,0,0,0,0,0,0,2,1,0,0,1,1
2998,10054,"3,805.59",1,2,0,0,0,0,0,0,1,1,0,0,0,0
14761,10056,"3,171.33",0,0,0,0,0,0,0,0,1,0,0,0,1,1
46680,10057,"1,982.08",0,0,1,0,0,0,0,0,0,0,1,0,0,0
85902,10057,872.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66134,10061,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
77990,10062,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
58172,10063,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,0,0,2
27508,10066,"4,836.28",0,0,0,0,0,0,0,1,0,2,0,1,1,0
56887,10066,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22541,10067,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24992,10071,"3,250.61",1,1,0,0,0,0,0,0,0,1,1,0,0,0
85613,10071,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
73635,10072,"4,043.44",0,0,0,0,0,0,0,0,0,0,1,1,1,1
24158,10073,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12187,10074,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31773,10074,"3,171.33",0,0,0,0,0,0,0,0,0,0,1,0,1,1
89177,10077,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46664,10079,"2,140.65",0,0,0,0,0,0,0,0,1,1,0,0,0,0
30643,10080,"2,695.63",0,1,0,0,0,0,0,0,0,1,1,0,0,0
85670,10082,"5,074.13",0,0,0,0,0,1,0,1,1,0,1,1,0,0
4812,10083,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58453,10083,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
53330,10084,951.40,0,0,0,0,0,0,0,0,0,1,0,0,0,0
76802,10084,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
28340,10085,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11767,10086,"4,043.44",0,0,0,0,1,0,0,1,0,0,1,1,0,0
11924,10088,"3,805.59",1,2,0,0,0,0,0,0,0,1,1,0,0,0
10868,10090,"2,854.20",0,0,1,0,0,0,0,0,0,0,1,1,0,0
27425,10092,"3,884.88",0,0,0,0,0,0,0,0,0,2,0,0,1,1
79020,10092,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16337,10093,"4,836.28",0,1,1,2,0,0,0,0,0,0,1,1,0,0
75374,10095,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,10101,"3,409.18",1,0,1,0,0,0,0,0,0,0,1,1,0,0
58511,10101,"5,311.98",0,0,0,0,0,0,0,0,2,1,0,0,1,1
72850,10107,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3160,10108,"4,122.73",0,0,0,0,0,1,1,0,0,0,0,1,1,0
89003,10110,"5,074.13",0,0,0,0,0,0,0,0,1,2,0,0,1,1
44149,10111,"3,171.33",0,0,0,0,0,0,0,0,1,0,0,0,1,1
4580,10112,872.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62646,10112,"1,189.25",0,0,0,0,0,0,0,0,0,0,1,0,0,0
49585,10117,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2808,10121,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
38547,10123,"2,933.48",0,0,0,0,0,0,0,0,0,1,0,0,1,1
42739,10123,"4,202.01",0,0,0,0,0,0,0,0,2,1,0,0,0,1
78931,10123,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,1,0,0
79996,10125,"4,519.14",0,0,0,1,0,2,0,0,0,0,1,1,0,0
31021,10126,"3,805.59",0,0,0,0,0,2,0,0,0,0,1,1,0,0
10967,10127,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
36566,10127,"2,140.65",0,0,0,0,0,0,0,0,1,1,0,0,0,0
4655,10133,"3,647.03",0,3,0,0,0,0,0,0,0,0,0,1,1,0
26765,10139,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
58420,10139,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
85712,10139,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74732,10141,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
47274,10142,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,0,0,1
52506,10142,"2,140.65",0,0,0,0,0,0,0,0,1,1,0,0,0,0
82107,10144,"3,250.61",0,0,0,0,0,0,0,0,2,0,0,1,0,0
50427,10145,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
35683,10147,872.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13201,10150,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,1,0,1
14225,10151,"2,695.63",0,1,0,0,0,0,0,0,0,1,1,0,0,0
20958,10152,"3,250.61",0,0,0,0,0,0,1,0,0,0,0,0,1,1
70656,10156,"4,677.71",0,2,1,1,0,0,0,0,0,0,1,1,0,0
7930,10157,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
16675,10160,"4,915.56",0,0,0,0,0,0,0,0,0,0,1,2,1,1
58990,10160,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
81331,10171,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,1,0,1
7195,10173,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
65334,10179,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72322,10179,"2,140.65",0,0,0,0,0,0,0,0,1,1,0,0,0,0
52274,10180,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
62448,10180,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76034,10180,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
72892,10181,"1,902.80",0,0,0,0,0,0,0,0,0,2,0,0,0,0
49882,10184,"3,567.74",0,0,1,0,1,1,0,0,0,0,0,1,0,0
79855,10186,"2,140.65",0,0,0,0,0,0,0,0,1,1,0,0,0,0
89078,10188,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40717,10191,"4,202.01",0,0,0,0,1,0,0,0,0,0,1,0,1,1
64311,10191,"3,647.03",0,0,0,1,0,1,0,0,0,0,1,1,0,0
34223,10192,"2,299.21",0,1,0,0,0,0,0,0,0,0,0,2,0,0
49593,10194,"4,519.14",1,0,0,0,0,0,0,0,1,2,0,0,0,1
7435,10195,"1,189.25",0,0,0,0,0,0,0,0,1,0,0,0,0,0
84756,10197,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,1,0,1
46854,10198,"2,854.20",0,0,0,0,0,0,0,0,0,0,0,1,1,1
33282,10201,"2,933.48",0,0,0,0,0,0,0,1,0,0,0,0,1,1
51045,10205,"2,854.20",0,0,1,0,0,0,0,0,0,0,1,1,0,0
489,10207,"5,311.98",0,0,0,0,0,0,0,0,1,1,1,0,1,1
74955,10208,"3,964.16",0,0,0,0,0,0,0,1,1,1,0,0,0,1
13193,10211,"1,189.25",0,0,0,0,0,0,0,0,0,0,1,0,0,0
5785,10215,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,1,0,0
22608,10217,"4,360.58",0,1,0,1,1,0,0,0,0,0,1,1,0,0
21048,10219,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46417,10220,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,0,0,1
33217,10224,"3,012.76",0,0,0,0,0,0,0,0,1,1,0,0,0,1
73486,10225,"3,647.03",0,0,2,0,0,0,0,0,0,0,1,1,0,0
38620,10226,"3,488.46",1,0,0,0,0,0,0,0,0,0,1,1,0,1
802,10229,"1,189.25",0,0,0,0,0,0,0,0,1,0,0,0,0,0
9613,10229,"1,902.80",0,0,0,0,1,0,0,0,0,0,0,1,0,0
37200,10232,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
59204,10232,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,1,0,0
78543,10236,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,0,0,2
76828,10237,"5,391.26",2,0,1,2,0,0,0,0,0,0,1,1,0,0
45435,10241,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
66886,10244,"3,647.03",1,0,0,0,1,0,0,0,0,0,1,1,0,0
59568,10245,"3,012.76",0,0,0,0,0,0,0,0,0,1,1,0,0,1
24901,10248,"2,537.06",0,0,1,0,0,0,0,0,0,0,0,1,0,1
63560,10248,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,1,0,0
49999,10253,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26955,10254,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
35964,10254,"4,994.84",1,1,1,0,1,0,0,0,0,0,1,1,0,0
33076,10263,"3,171.33",0,0,0,0,0,0,0,0,1,0,0,0,1,1
22632,10264,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
5009,10267,"5,232.69",0,0,0,2,0,2,0,0,0,0,1,1,0,0
57091,10267,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
78097,10272,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
78550,10273,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
38059,10277,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
89193,10280,"3,250.61",2,0,0,0,0,0,0,0,1,1,0,0,0,0
42069,10281,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,1,0,0
39305,10287,"2,299.21",0,0,0,0,0,0,0,0,0,0,1,0,1,0
50419,10288,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
38232,10300,"4,202.01",1,0,0,1,0,1,0,0,0,0,1,1,0,0
81174,10305,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
56226,10306,"6,421.94",0,0,0,0,0,1,0,0,2,0,1,0,1,1
37408,10307,"10,544.67",0,2,1,1,1,2,0,2,1,0,1,1,0,0
80663,10308,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,1,0,1
66704,10309,"3,409.18",0,1,1,0,0,0,0,0,0,0,1,1,0,0
18994,10311,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
16923,10312,"3,805.59",0,0,0,1,1,0,0,0,0,0,1,1,0,0
6361,10313,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51813,10317,"4,122.73",0,0,0,0,0,0,0,0,1,1,0,1,1,0
61598,10317,872.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48546,10319,"3,884.88",2,0,0,1,0,0,0,0,0,0,1,1,0,0
33241,10320,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
6965,10322,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
83436,10323,"4,360.58",0,0,2,1,0,0,0,0,0,0,1,1,0,0
49890,10325,"3,884.88",0,0,0,0,0,1,0,0,0,1,1,1,0,0
81091,10329,"1,823.51",0,0,0,0,0,0,0,0,0,1,0,0,0,1
52357,10330,"3,805.59",0,3,0,0,0,0,0,0,1,1,0,0,0,0
1453,10336,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
15388,10338,"6,739.07",0,0,1,1,1,1,1,0,0,0,1,1,0,0
28001,10338,"2,140.65",0,0,0,0,0,0,0,0,0,1,1,0,0,0
34413,10338,"3,092.05",0,0,0,0,0,0,0,0,0,0,0,0,2,1
52316,10338,"3,805.59",2,1,0,0,0,0,0,0,1,1,0,0,0,0
3236,10340,"3,805.59",1,2,0,0,0,0,0,0,1,1,0,0,0,0
63503,10340,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
20859,10341,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
53892,10342,872.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73270,10342,"3,884.88",0,0,0,0,0,0,0,1,0,1,0,0,1,1
37275,10343,"2,140.65",1,0,0,1,0,0,0,0,0,0,0,1,0,0
6015,10344,"2,933.48",0,0,0,0,0,0,0,0,0,1,0,0,1,1
32045,10347,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
59014,10348,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
13870,10350,"6,104.81",2,1,1,1,0,1,0,0,0,0,1,1,0,0
12385,10356,"1,189.25",0,0,0,0,0,0,0,0,0,0,1,0,0,0
22137,10356,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,1,0,0
28928,10356,"3,171.33",2,0,0,0,0,0,0,0,0,0,1,1,0,0
82701,10357,"3,567.74",0,0,1,1,0,0,0,0,0,0,1,1,0,0
56796,10362,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75077,10367,"6,184.09",0,0,0,0,0,1,0,0,2,1,0,0,1,1
17855,10368,"4,281.29",0,0,2,1,0,0,0,0,0,0,0,1,1,0
3996,10374,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
45260,10380,"1,189.25",0,0,0,0,0,0,0,0,0,0,1,0,0,0
27011,10382,"1,902.80",0,0,0,0,0,0,0,0,0,2,0,0,0,0
29256,10384,"3,805.59",2,1,0,0,0,0,0,0,1,1,0,0,0,0
40428,10384,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
36590,10388,"2,140.65",0,0,0,0,0,0,0,0,0,1,1,0,0,0
59972,10389,"4,677.71",2,0,1,1,0,0,0,0,1,0,0,1,0,0
88633,10389,"1,823.51",0,0,0,0,0,0,0,0,0,1,0,0,0,1
70623,10392,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
68775,10393,"2,140.65",0,0,0,0,0,0,0,0,1,1,0,0,0,0
70854,10393,"5,391.26",2,1,2,0,0,0,0,0,1,1,0,0,0,0
14365,10396,"7,452.62",0,0,0,0,0,1,1,0,2,1,0,1,1,0
2378,10398,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,1,0,0
78279,10398,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
20685,10400,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
1172,10402,872.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5660,10402,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
62083,10406,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
60343,10413,"3,250.61",0,2,0,0,0,0,0,0,0,1,1,0,0,0
46789,10414,"7,056.21",0,0,0,0,1,1,1,1,0,0,1,1,0,1
51359,10414,"6,025.52",2,1,0,2,0,1,0,0,0,0,1,1,0,0
31815,10421,"3,092.05",1,0,1,0,0,1,0,0,0,0,0,1,0,0
10355,10423,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
85647,10427,"2,140.65",0,0,0,0,0,0,0,0,0,1,1,0,0,0
34843,10431,"3,884.88",0,0,0,0,0,1,0,0,0,1,1,1,0,0
34363,10433,"4,122.73",0,0,0,0,0,0,0,0,1,1,0,0,1,1
40808,10435,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
7336,10439,"8,086.89",0,1,0,2,3,0,0,1,0,0,1,1,0,0
33035,10439,"2,616.35",0,0,1,0,0,0,0,0,0,1,0,0,0,1
10900,10446,"2,933.48",0,0,1,0,0,0,0,0,0,1,1,0,0,0
79517,10446,"2,061.36",0,0,0,0,0,0,0,0,1,0,0,0,0,1
20503,10450,"3,726.31",0,0,0,0,0,0,0,0,0,0,0,2,1,1
32318,10453,"4,360.58",0,0,0,0,0,0,0,0,2,0,0,0,1,1
25767,10460,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,1,0,1
59808,10460,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
62182,10462,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31633,10467,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
54999,10472,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52340,10481,"3,805.59",1,2,0,0,0,0,0,0,0,1,1,0,0,0
9282,10482,"2,854.20",0,0,0,0,0,0,0,0,0,0,0,1,1,1
89813,10487,"2,933.48",0,0,0,0,0,0,0,0,0,1,0,0,1,1
58396,10490,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
49791,10495,"2,140.65",0,0,0,0,0,0,0,0,1,1,0,0,0,0
12237,10497,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
75226,10497,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
6080,10498,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77826,10498,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
31153,10504,"2,933.48",0,0,0,0,0,0,0,1,0,0,0,1,1,0
71498,10506,"1,189.25",0,0,0,0,0,0,0,0,0,0,1,0,0,0
69807,10514,"1,982.08",1,1,0,0,0,0,0,0,0,0,0,1,0,0
89227,10514,"4,360.58",0,0,0,0,0,0,0,0,2,0,0,0,1,1
46508,10515,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
72207,10515,"7,135.49",0,3,2,1,1,0,0,0,0,1,1,0,0,0
77735,10515,"4,439.86",0,0,1,1,0,1,0,0,0,0,1,1,0,0
89250,10515,"3,805.59",1,2,0,0,0,0,0,0,1,1,0,0,0,0
52019,10517,"2,774.91",0,0,0,0,0,0,0,2,0,0,0,1,0,0
75200,10517,"3,409.18",1,0,0,0,0,0,0,0,0,0,0,1,1,1
62372,10518,"3,884.88",0,1,0,0,0,0,1,0,1,0,0,1,0,0
44040,10519,"3,567.74",0,0,0,0,0,0,0,0,2,0,1,0,0,0
49643,10519,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
69047,10521,"2,140.65",1,0,0,1,0,0,0,0,0,0,0,1,0,0
70797,10524,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38133,10529,"6,739.07",0,0,0,1,2,0,0,1,0,1,1,1,0,0
22996,10535,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
22558,10537,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
75911,10538,"1,902.80",0,0,0,0,0,0,0,0,0,2,0,0,0,0
6007,10541,"2,695.63",0,0,0,0,0,1,0,0,0,1,0,1,0,0
46870,10542,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
89748,10542,"6,739.07",0,0,1,1,1,0,0,0,1,1,1,1,0,0
28985,10543,"4,836.28",0,0,0,0,1,1,0,0,0,1,0,1,1,0
52290,10544,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
66837,10547,872.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26880,10549,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,1,0,1
29280,10552,"7,294.06",1,0,1,1,1,1,1,0,0,0,1,1,0,0
55756,10553,"1,189.25",0,0,0,0,0,0,0,0,0,0,1,0,0,0
89821,10553,"6,501.22",0,0,0,2,0,0,0,1,1,1,0,1,1,0
51821,10557,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,0,0,2
4770,10558,"3,329.89",0,1,0,1,0,0,0,0,0,0,1,1,0,0
66670,10559,"2,061.36",0,0,0,0,0,0,0,0,1,0,0,0,0,1
86231,10560,"1,902.80",0,0,0,0,1,0,0,0,0,0,0,1,0,0
33779,10568,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
85332,10568,"1,744.23",0,0,0,0,0,0,0,0,0,0,0,1,0,1
84301,10574,"5,866.96",0,1,1,1,0,2,0,0,0,0,1,1,0,0
61069,10576,"3,250.61",1,1,0,0,0,0,0,0,1,1,0,0,0,0
70268,10576,"1,109.96",0,0,0,0,0,0,0,0,0,0,0,0,1,0
89557,10576,"4,281.29",0,1,0,0,1,0,0,0,0,1,0,1,0,1
86470,10578,"3,250.61",0,0,0,0,0,0,0,0,1,0,1,1,0,0
25254,10580,"3,805.59",3,0,0,0,0,0,0,0,1,1,0,0,0,0
9563,10582,"2,616.35",0,0,0,0,0,0,0,0,0,0,0,0,0,3
8201,10583,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
70433,10583,"4,915.56",0,0,0,1,0,0,0,1,1,0,1,1,0,0
55830,10588,951.40,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29769,10590,"2,695.63",0,1,0,0,0,0,0,0,0,1,1,0,0,0
24133,10592,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
81679,10593,"3,250.61",2,0,0,0,0,0,0,0,0,1,1,0,0,0
4705,10595,"4,202.01",1,0,1,1,0,0,0,0,1,1,0,0,0,0
55319,10596,"2,695.63",0,0,0,0,0,1,0,0,0,1,0,1,0,0
51797,10597,"2,695.63",1,0,0,0,0,0,0,0,1,1,0,0,0,0
57661,10599,"2,140.65",0,0,0,0,0,0,0,0,1,1,0,0,0,0
15487,10602,"2,061.36",0,0,0,0,0,0,0,0,0,0,1,1,0,0
72033,10604,"2,299.21",0,0,0,0,0,0,0,0,0,0,1,0,1,0
2535,10608,"5,470.54",0,0,0,0,0,0,1,1,1,0,1,1,0,0
82180,10608,"2,616.35",1,0,0,0,0,0,0,0,0,0,1,1,0,0
88120,10613,"6,104.81",1,0,0,2,2,0,0,0,0,0,1,1,0,0
66175,10614,"4,836.28",0,0,0,1,2,0,0,0,0,0,1,1,0,0
24687,10618,"2,774.91",0,0,0,0,0,0,0,0,0,2,0,0,0,1
53025,10618,"2,695.63",0,0,0,1,0,0,0,0,0,0,0,1,1,0
18911,10620,"2,616.35",0,0,0,0,0,0,0,0,0,0,0,2,0,1
33555,10622,"5,787.67",1,0,0,2,0,2,0,0,0,0,1,1,0,0
57836,10622,"3,805.59",3,0,0,0,0,0,0,0,1,1,0,0,0,0
80390,10625,"1,189.25",0,0,0,0,0,0,0,0,0,0,1,0,0,0
36558,10627,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
89169,10628,"3,250.61",1,1,0,0,0,0,0,0,1,1,0,0,0,0
75069,10633,"4,122.73",0,0,0,0,0,0,0,0,1,1,0,1,1,0
79921,10633,"4,756.99",0,2,2,0,0,0,0,0,0,0,1,1,0,0
78808,10634,"4,202.01",0,1,1,1,0,0,0,0,1,1,0,0,0,0
8771,10637,"3,250.61",1,1,0,0,0,0,0,0,0,1,1,0,0,0
35188,10637,"4,756.99",0,0,0,1,1,0,0,1,0,0,1,1,0,0
70409,10640,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
25817,10641,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,1,1,0
30429,10643,"4,281.29",1,0,2,0,0,0,0,0,0,1,1,0,0,0
43323,10644,"2,854.20",0,0,0,0,0,1,0,0,0,0,0,0,1,1
31211,10648,"3,171.33",0,2,0,0,0,0,0,0,0,0,1,1,0,0
62133,10649,"2,299.21",0,0,0,0,0,0,0,0,1,0,0,0,1,0
10686,10650,"9,910.40",1,1,1,1,1,1,0,1,2,0,1,1,0,0
23770,10651,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
45609,10653,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
14845,10654,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
52860,10654,"6,104.81",0,0,0,0,1,1,0,0,1,1,1,1,0,0
19372,10656,"4,598.43",0,0,0,0,0,0,0,0,0,0,0,2,1,2
34496,10656,"5,787.67",0,0,0,1,1,0,0,0,0,0,1,1,1,1
50781,10662,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
47712,10666,"2,854.20",0,0,0,0,0,0,0,0,0,0,0,1,1,1
24984,10667,"3,964.16",0,0,0,0,1,0,0,1,0,0,0,0,1,1
65102,10669,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
37333,10672,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
78055,10676,"7,214.77",0,0,0,0,1,0,0,0,1,1,1,1,1,1
41392,10679,"4,122.73",1,1,0,0,0,0,0,0,0,1,1,0,0,1
32292,10680,"2,695.63",0,0,0,0,0,0,0,0,0,1,0,0,0,2
39719,10681,"2,616.35",0,0,0,0,0,2,0,0,0,0,0,1,0,0
71373,10681,"4,122.73",0,0,0,0,0,0,0,0,1,1,0,0,1,1
84160,10688,"12,051.05",0,1,1,1,1,2,0,1,2,2,0,1,1,0
30213,10692,"3,488.46",0,0,0,2,0,0,0,0,0,0,1,1,0,0
6239,10693,"1,982.08",0,0,0,0,0,0,0,0,0,0,0,0,1,1
33183,10694,"3,964.16",0,0,0,0,3,0,0,0,0,0,0,1,0,0
81232,10694,"2,854.20",0,0,0,0,0,0,0,0,0,0,0,1,1,1
6486,10703,"1,823.51",0,0,0,0,0,0,0,0,0,1,0,0,0,1
