misparmb,c3,FoodNorm-active,FoodNorm-sedentary,food_actual,0 -4 min1,0 -4 min2,5 - 9 min1,5 - 9 min2,10-14 min1,10-14 min2,15 - 17 min1,15 - 17 min2,18 -29 min1,18 -29 min2,30 - 49 min1,30 - 49 min2,50+ min1,50+ min2
76638.00,12323.00,1982.08,1506.38,2049.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
3392.00,12324.00,872.12,634.27,3145.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
48280.00,12328.00,6421.94,4915.56,982.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,2.00,0.00,1.00,1.00,0.00,0.00
57653.00,12335.00,2061.36,1585.66,1780.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
89433.00,12335.00,1902.80,1585.66,139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
33597.00,12336.00,2299.21,1823.51,3203.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00
1966.00,12337.00,2854.20,2219.93,2144.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00
8185.00,12337.00,2933.48,2299.21,1359.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
71159.00,12339.00,1982.08,1506.38,434.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
57380.00,12345.00,3409.18,2616.35,3452.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
32649.00,12349.00,1982.08,1506.38,4055.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
58743.00,12349.00,2854.20,2219.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00
60723.00,12349.00,6184.09,4519.14,1661.00,2.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
60822.00,12350.00,872.12,634.27,2543.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
15990.00,12351.00,2140.65,1744.23,1359.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
17947.00,12351.00,1744.23,1268.53,77.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
48512.00,12351.00,872.12,634.27,1907.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
40725.00,12354.00,5074.13,3964.16,109.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,2.00
11379.00,12355.00,6818.36,5391.26,910.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,3.00,0.00,1.00,1.00,0.00
85662.00,12355.00,4043.44,3012.76,1003.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
13938.00,12360.00,2933.48,2299.21,2613.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00
59253.00,12360.00,2140.65,1744.23,3282.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
60095.00,12363.00,1982.08,1506.38,2234.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
29330.00,12368.00,2061.36,1664.95,4710.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
4150.00,12369.00,4360.58,3409.18,309.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00
4382.00,12369.00,2933.48,2299.21,2199.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
158.00,12376.00,2378.50,1902.80,1105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00
55558.00,12376.00,5391.26,3964.16,2886.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
27375.00,12377.00,2774.91,2140.65,6205.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00
50757.00,12378.00,4281.29,3171.33,2367.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
87619.00,12380.00,6025.52,4439.86,4429.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
17467.00,12381.00,1982.08,1506.38,5048.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
83444.00,12382.00,1982.08,1506.38,3413.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
40501.00,12388.00,1982.08,1506.38,1340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
65037.00,12389.00,5232.69,3964.16,2619.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
29900.00,12406.00,2140.65,1744.23,6214.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
67942.00,12407.00,1744.23,1347.81,163.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
67264.00,12408.00,6659.79,4915.56,1954.00,2.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
89375.00,12410.00,4202.01,3092.05,1941.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00
83543.00,12415.00,3171.33,2457.78,751.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
74484.00,12423.00,6818.36,5232.69,5044.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,1.00
54429.00,12425.00,3250.61,2537.06,1269.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
64956.00,12425.00,2695.63,2140.65,5932.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
79061.00,12429.00,2933.48,2299.21,4303.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00
65284.00,12432.00,4598.43,3488.46,5924.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
83.00,12434.00,1982.08,1506.38,597.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
34058.00,12434.00,2933.48,2299.21,1812.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00
56242.00,12434.00,2774.91,2140.65,1587.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
65524.00,12434.00,3488.46,2695.63,7734.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
8318.00,12436.00,11258.22,8641.87,3269.00,2.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,2.00,3.00,0.00,0.00,1.00,1.00
56382.00,12440.00,872.12,634.27,3351.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
6932.00,12444.00,872.12,634.27,3338.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
71233.00,12447.00,3329.89,2537.06,1618.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
49320.00,12449.00,3171.33,2457.78,5648.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
4218.00,12450.00,1982.08,1506.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
27698.00,12452.00,5311.98,4122.73,2259.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,1.00,1.00
81786.00,12452.00,2140.65,1744.23,916.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
47928.00,12455.00,6104.81,4519.14,3108.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
17178.00,12456.00,3250.61,2537.06,3555.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00
85654.00,12457.00,2933.48,2299.21,1713.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00
88591.00,12457.00,6421.94,5074.13,3025.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,0.00,0.00
28910.00,12460.00,1982.08,1506.38,3061.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
32490.00,12461.00,2061.36,1664.95,3404.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
11023.00,12464.00,2061.36,1585.66,3636.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
61754.00,12468.00,2140.65,1744.23,318.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
1404.00,12469.00,4519.14,3488.46,258.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
30460.00,12471.00,2616.35,2061.36,6124.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
63305.00,12471.00,5946.24,4360.58,1908.00,1.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
50633.00,12474.00,2695.63,2061.36,4916.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
14589.00,12475.00,3805.59,2933.48,1153.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
232.00,12476.00,2933.48,2299.21,5089.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00
16865.00,12477.00,1982.08,1506.38,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
89151.00,12477.00,3250.61,2537.06,3503.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
55889.00,12480.00,872.12,634.27,2375.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
76455.00,12482.00,2061.36,1585.66,2154.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
323.00,12483.00,2140.65,1744.23,4338.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
7690.00,12483.00,1823.51,1506.38,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00
49395.00,12483.00,6976.92,5470.54,10698.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,2.00,1.00,1.00,0.00,0.00
34025.00,12484.00,5470.54,4043.44,831.00,0.00,2.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
13169.00,12496.00,1189.25,951.40,2067.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
25643.00,12497.00,872.12,634.27,1319.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
14852.00,12504.00,6025.52,4756.99,4178.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,1.00,1.00
43281.00,12505.00,1982.08,1506.38,1936.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
63164.00,12505.00,3092.05,2219.93,538.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
1792.00,12511.00,4360.58,3409.18,2044.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00
85530.00,12512.00,4202.01,3171.33,7012.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
41962.00,12513.00,1823.51,1427.10,1389.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00
61697.00,12513.00,2140.65,1744.23,2770.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
2162.00,12517.00,872.12,713.55,3639.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
52910.00,12517.00,5232.69,4043.44,3206.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,2.00
54502.00,12519.00,4360.58,3409.18,6249.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00
66563.00,12519.00,1982.08,1506.38,1066.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
2394.00,12521.00,5311.98,3964.16,2849.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
20909.00,12522.00,1982.08,1506.38,2077.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
72199.00,12524.00,8483.30,6342.66,2885.00,0.00,2.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00
42754.00,12525.00,2140.65,1744.23,2856.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
32326.00,12531.00,7769.75,6104.81,867.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,2.00,0.00,1.00,1.00,0.00
42085.00,12535.00,3012.76,2457.78,4764.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00
38695.00,12536.00,1982.08,1585.66,3204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00
7807.00,12541.00,2299.21,1823.51,2064.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
56622.00,12542.00,4360.58,3488.46,3787.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00
23580.00,12545.00,4360.58,3409.18,2305.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00
64634.00,12546.00,1982.08,1506.38,2868.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
57745.00,12548.00,1982.08,1506.38,1652.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
65649.00,12548.00,4043.44,3171.33,4056.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00
37325.00,12553.00,872.12,634.27,2188.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
40550.00,12555.00,1982.08,1506.38,5954.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
89052.00,12556.00,1982.08,1506.38,4709.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
20602.00,12557.00,2140.65,1744.23,2608.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00
26732.00,12564.00,1982.08,1506.38,4517.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
81018.00,12564.00,7452.62,5708.39,4857.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,1.00,1.00,0.00,0.00
29132.00,12567.00,4360.58,3329.89,6947.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00
35451.00,12568.00,1189.25,951.40,9943.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
37077.00,12574.00,6184.09,4756.99,1344.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,1.00,1.00,0.00,0.00
55731.00,12575.00,1902.80,1585.66,494.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00
2444.00,12580.00,7690.47,5629.11,48.00,0.00,1.00,1.00,2.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
40147.00,12584.00,2616.35,2061.36,3725.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
22822.00,12587.00,3171.33,2457.78,1026.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
15297.00,12589.00,2774.91,2140.65,2075.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
61812.00,12591.00,1982.08,1506.38,2478.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
72587.00,12594.00,4043.44,3092.05,3178.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
82982.00,12594.00,4756.99,3567.74,5894.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
34355.00,12595.00,5629.11,4360.58,335.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,1.00,1.00,0.00
56754.00,12602.00,4122.73,3092.05,475.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
55392.00,12603.00,1982.08,1506.38,1011.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
76588.00,12604.00,1982.08,1506.38,3125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
9274.00,12607.00,3171.33,2457.78,3848.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00
32383.00,12607.00,1902.80,1347.81,3370.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
35147.00,12613.00,1982.08,1506.38,1527.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
25569.00,12615.00,5074.13,3964.16,3910.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00
40220.00,12616.00,4043.44,3012.76,2448.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
67686.00,12616.00,1982.08,1506.38,2440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
72413.00,12617.00,5946.24,4439.86,2695.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
57463.00,12621.00,1982.08,1506.38,1532.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
6130.00,12624.00,1189.25,951.40,2079.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
43984.00,12624.00,1982.08,1506.38,985.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
75.00,12627.00,3805.59,2854.20,1490.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
31625.00,12628.00,1189.25,951.40,1885.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
39438.00,12632.00,4677.71,3488.46,2501.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
52993.00,12632.00,3250.61,2616.35,2062.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00
42200.00,12634.00,3250.61,2378.50,5624.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
65482.00,12642.00,4677.71,3726.31,1473.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,0.00
28886.00,12643.00,5153.41,3964.16,1565.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00
77230.00,12643.00,5074.13,3805.59,3348.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
88385.00,12644.00,11892.48,9117.57,7162.00,0.00,0.00,1.00,0.00,2.00,1.00,0.00,1.00,2.00,3.00,0.00,0.00,1.00,1.00
30379.00,12647.00,6263.37,4598.43,871.00,1.00,1.00,1.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
81638.00,12651.00,4439.86,3409.18,843.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00
61549.00,12653.00,4122.73,3250.61,1185.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00
84475.00,12655.00,1982.08,1506.38,1555.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
63941.00,12659.00,4915.56,3805.59,4960.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00
44909.00,12660.00,4122.73,3092.05,1608.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
68940.00,12663.00,872.12,634.27,9391.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
50120.00,12670.00,1744.23,1268.53,918.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
44750.00,12677.00,1982.08,1506.38,610.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
84723.00,12679.00,1585.66,1189.25,2161.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
65862.00,12682.00,6025.52,4598.43,686.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00
34942.00,12686.00,2933.48,2299.21,5930.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00
39040.00,12686.00,6897.64,5153.41,1401.00,1.00,0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
22814.00,12689.00,2933.48,2219.93,1128.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00
84541.00,12689.00,5311.98,3964.16,261.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
11098.00,12691.00,1109.96,872.12,4622.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
20438.00,12694.00,2854.20,2140.65,3665.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
31849.00,12694.00,2933.48,2299.21,6426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00
56077.00,12694.00,1982.08,1506.38,2976.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00
75689.00,12694.00,4677.71,3488.46,3945.00,1.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
76026.00,12695.00,2695.63,2140.65,3947.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
80218.00,12696.00,1109.96,872.12,1878.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
85027.00,12698.00,872.12,713.55,2590.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
703.00,12700.00,1109.96,872.12,2669.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00
6551.00,12704.00,2933.48,2219.93,1462.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00
17442.00,12706.00,4756.99,3567.74,3622.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
